ID,NOC,Year,Sport,Type,Total_Athletes,Female_Athletes,Male_Athletes,Total_Medals,Female_Medals,Gold,Silver,Bronze,Percentage_Female,Percentage_Female_Medals
AFG1936,AFG,1936,Athletics,Individual,3,0,3,0,0,0,0,0,0.0,
AFG1936,AFG,1936,Hockey,Team,13,0,13,0,0,0,0,0,0.0,
AFG1948,AFG,1948,Football,Team,11,0,11,0,0,0,0,0,0.0,
AFG1948,AFG,1948,Hockey,Team,14,0,14,0,0,0,0,0,0.0,
AFG1956,AFG,1956,Hockey,Team,12,0,12,0,0,0,0,0,0.0,
AFG1960,AFG,1960,Athletics,Individual,9,0,9,0,0,0,0,0,0.0,
AFG1960,AFG,1960,Wrestling,Individual,7,0,7,0,0,0,0,0,0.0,
AFG1964,AFG,1964,Wrestling,Individual,8,0,8,0,0,0,0,0,0.0,
AFG1968,AFG,1968,Wrestling,Individual,5,0,5,0,0,0,0,0,0.0,
AFG1972,AFG,1972,Wrestling,Individual,8,0,8,0,0,0,0,0,0.0,
AFG1980,AFG,1980,Boxing,Individual,3,0,3,0,0,0,0,0,0.0,
AFG1980,AFG,1980,Wrestling,Individual,8,0,8,0,0,0,0,0,0.0,
AFG1988,AFG,1988,Wrestling,Individual,5,0,5,0,0,0,0,0,0.0,
AFG1996,AFG,1996,Athletics,Individual,2,0,2,0,0,0,0,0,0.0,
AFG2004,AFG,2004,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AFG2004,AFG,2004,Boxing,Individual,1,0,1,0,0,0,0,0,0.0,
AFG2004,AFG,2004,Judo,Individual,1,1,0,0,0,0,0,0,100.0,
AFG2004,AFG,2004,Wrestling,Individual,1,0,1,0,0,0,0,0,0.0,
AFG2008,AFG,2008,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AFG2008,AFG,2008,Taekwondo,Individual,2,0,2,1,0,0,0,1,0.0,0.0
AFG2012,AFG,2012,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AFG2012,AFG,2012,Boxing,Individual,1,0,1,0,0,0,0,0,0.0,
AFG2012,AFG,2012,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AFG2012,AFG,2012,Taekwondo,Individual,2,0,2,1,0,0,0,1,0.0,0.0
AFG2016,AFG,2016,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AFG2016,AFG,2016,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1952,AHO,1952,Football,Team,11,0,11,0,0,0,0,0,0.0,
AHO1960,AHO,1960,Weightlifting,Individual,5,0,5,0,0,0,0,0,0.0,
AHO1964,AHO,1964,Fencing,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1964,AHO,1964,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
AHO1968,AHO,1968,Fencing,Individual,3,2,1,0,0,0,0,0,66.66666666666666,
AHO1968,AHO,1968,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
AHO1972,AHO,1972,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1972,AHO,1972,Weightlifting,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1976,AHO,1976,Athletics,Individual,2,0,2,0,0,0,0,0,0.0,
AHO1976,AHO,1976,Judo,Individual,2,0,2,0,0,0,0,0,0.0,
AHO1984,AHO,1984,Athletics,Individual,4,2,2,0,0,0,0,0,50.0,
AHO1984,AHO,1984,Swimming,Individual,5,1,4,0,0,0,0,0,20.0,
AHO1984,AHO,1984,Synchronized Swimming,Team,4,4,0,0,0,0,0,0,100.0,
AHO1988,AHO,1988,Sailing,Individual,1,0,1,1,0,0,1,0,0.0,0.0
AHO1988,AHO,1988,Shooting,Individual,1,1,0,0,0,0,0,0,100.0,
AHO1988,AHO,1988,Swimming,Individual,2,0,2,0,0,0,0,0,0.0,
AHO1992,AHO,1992,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1992,AHO,1992,Sailing,Individual,2,1,1,0,0,0,0,0,50.0,
AHO1992,AHO,1992,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1996,AHO,1996,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1996,AHO,1996,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AHO1996,AHO,1996,Sailing,Individual,2,0,2,0,0,0,0,0,0.0,
AHO1996,AHO,1996,Shooting,Individual,2,0,2,0,0,0,0,0,0.0,
AHO1996,AHO,1996,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2000,AHO,2000,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AHO2000,AHO,2000,Equestrianism,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2000,AHO,2000,Sailing,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2000,AHO,2000,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2000,AHO,2000,Swimming,Individual,2,0,2,0,0,0,0,0,0.0,
AHO2000,AHO,2000,Triathlon,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2004,AHO,2004,Athletics,Individual,2,0,2,0,0,0,0,0,0.0,
AHO2004,AHO,2004,Equestrianism,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2008,AHO,2008,Athletics,Individual,2,0,2,0,0,0,0,0,0.0,
AHO2008,AHO,2008,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AHO2008,AHO,2008,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
ALB1972,ALB,1972,Shooting,Individual,4,1,3,0,0,0,0,0,25.0,
ALB1972,ALB,1972,Weightlifting,Individual,1,0,1,0,0,0,0,0,0.0,
ALB1992,ALB,1992,Athletics,Individual,1,1,0,0,0,0,0,0,100.0,
ALB1992,ALB,1992,Shooting,Individual,2,1,1,0,0,0,0,0,50.0,
ALB1992,ALB,1992,Swimming,Individual,3,0,3,0,0,0,0,0,0.0,
ALB1992,ALB,1992,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
ALB1996,ALB,1996,Athletics,Individual,2,2,0,0,0,0,0,0,100.0,
ALB1996,ALB,1996,Cycling,Individual,1,0,1,0,0,0,0,0,0.0,
ALB1996,ALB,1996,Shooting,Individual,4,4,0,0,0,0,0,0,100.0,
ALB1996,ALB,1996,Weightlifting,Individual,1,0,1,0,0,0,0,0,0.0,
ALB1996,ALB,1996,Wrestling,Individual,1,0,1,0,0,0,0,0,0.0,
ALB2000,ALB,2000,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2000,ALB,2000,Shooting,Individual,2,2,0,0,0,0,0,0,100.0,
ALB2000,ALB,2000,Weightlifting,Individual,1,0,1,0,0,0,0,0,0.0,
ALB2004,ALB,2004,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2004,ALB,2004,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2004,ALB,2004,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
ALB2004,ALB,2004,Wrestling,Individual,1,0,1,0,0,0,0,0,0.0,
ALB2008,ALB,2008,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2008,ALB,2008,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
ALB2008,ALB,2008,Shooting,Individual,2,2,0,0,0,0,0,0,100.0,
ALB2008,ALB,2008,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2008,ALB,2008,Weightlifting,Individual,3,1,2,0,0,0,0,0,33.33333333333333,
ALB2008,ALB,2008,Wrestling,Individual,2,0,2,0,0,0,0,0,0.0,
ALB2012,ALB,2012,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
ALB2012,ALB,2012,Judo,Individual,1,1,0,0,0,0,0,0,100.0,
ALB2012,ALB,2012,Shooting,Individual,2,0,2,0,0,0,0,0,0.0,
ALB2012,ALB,2012,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2012,ALB,2012,Weightlifting,Individual,4,1,3,0,0,0,0,0,25.0,
ALB2016,ALB,2016,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2016,ALB,2016,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ALB2016,ALB,2016,Weightlifting,Individual,2,1,1,0,0,0,0,0,50.0,
ALG1964,ALG,1964,Gymnastics,Individual,7,0,7,0,0,0,0,0,0.0,
ALG1968,ALG,1968,Boxing,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1968,ALG,1968,Gymnastics,Individual,7,0,7,0,0,0,0,0,0.0,
ALG1972,ALG,1972,Athletics,Individual,6,0,6,0,0,0,0,0,0.0,
ALG1972,ALG,1972,Boxing,Individual,1,0,1,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Athletics,Individual,13,0,13,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Boxing,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Fencing,Individual,1,0,1,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Football,Team,14,0,14,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Handball,Team,14,0,14,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Judo,Individual,3,0,3,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Swimming,Individual,10,0,10,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
ALG1980,ALG,1980,Wrestling,Individual,3,0,3,0,0,0,0,0,0.0,
ALG1984,ALG,1984,Athletics,Individual,9,0,9,0,0,0,0,0,0.0,
ALG1984,ALG,1984,Boxing,Individual,7,0,7,2,0,0,0,2,0.0,0.0
ALG1984,ALG,1984,Handball,Team,15,0,15,0,0,0,0,0,0.0,
ALG1984,ALG,1984,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1988,ALG,1988,Athletics,Individual,15,2,13,0,0,0,0,0,13.333333333333334,
ALG1988,ALG,1988,Boxing,Individual,6,0,6,0,0,0,0,0,0.0,
ALG1988,ALG,1988,Cycling,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1988,ALG,1988,Handball,Team,14,0,14,0,0,0,0,0,0.0,
ALG1988,ALG,1988,Judo,Individual,5,0,5,0,0,0,0,0,0.0,
ALG1988,ALG,1988,Tennis,Individual,1,1,0,0,0,0,0,0,100.0,
ALG1988,ALG,1988,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1992,ALG,1992,Athletics,Individual,9,1,8,1,0,1,0,0,11.11111111111111,0.0
ALG1992,ALG,1992,Boxing,Individual,8,0,8,1,0,0,0,1,0.0,0.0
ALG1992,ALG,1992,Judo,Individual,3,1,2,0,0,0,0,0,33.33333333333333,
ALG1992,ALG,1992,Swimming,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1992,ALG,1992,Volleyball,Team,10,0,10,0,0,0,0,0,0.0,
ALG1992,ALG,1992,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1992,ALG,1992,Wrestling,Individual,2,0,2,0,0,0,0,0,0.0,
ALG1996,ALG,1996,Athletics,Individual,8,2,6,1,0,1,0,0,25.0,0.0
ALG1996,ALG,1996,Boxing,Individual,6,0,6,2,0,1,0,1,0.0,0.0
ALG1996,ALG,1996,Fencing,Individual,2,1,1,0,0,0,0,0,50.0,
ALG1996,ALG,1996,Handball,Team,16,0,16,0,0,0,0,0,0.0,
ALG1996,ALG,1996,Judo,Individual,6,2,4,0,0,0,0,0,33.33333333333333,
ALG1996,ALG,1996,Rowing,Individual,1,1,0,0,0,0,0,0,100.0,
ALG1996,ALG,1996,Swimming,Individual,3,0,3,0,0,0,0,0,0.0,
ALG1996,ALG,1996,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
ALG1996,ALG,1996,Wrestling,Individual,2,0,2,0,0,0,0,0,0.0,
ALG2000,ALG,2000,Athletics,Individual,23,5,18,4,0,1,1,2,21.73913043478261,0.0
ALG2000,ALG,2000,Boxing,Individual,7,0,7,1,0,0,0,1,0.0,0.0
ALG2000,ALG,2000,Fencing,Individual,2,2,0,0,0,0,0,0,100.0,
ALG2000,ALG,2000,Judo,Individual,7,1,6,0,0,0,0,0,14.285714285714285,
ALG2000,ALG,2000,Rowing,Individual,2,1,1,0,0,0,0,0,50.0,
ALG2000,ALG,2000,Swimming,Individual,4,0,4,0,0,0,0,0,0.0,
ALG2000,ALG,2000,Table Tennis,Individual,2,0,2,0,0,0,0,0,0.0,
ALG2000,ALG,2000,Trampolining,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2000,ALG,2000,Weightlifting,Individual,1,1,0,0,0,0,0,0,100.0,
ALG2000,ALG,2000,Wrestling,Individual,2,0,2,0,0,0,0,0,0.0,
ALG2004,ALG,2004,Athletics,Individual,21,5,16,0,0,0,0,0,23.809523809523807,
ALG2004,ALG,2004,Boxing,Individual,7,0,7,0,0,0,0,0,0.0,
ALG2004,ALG,2004,Fencing,Individual,10,2,8,0,0,0,0,0,20.0,
ALG2004,ALG,2004,Judo,Individual,11,4,7,0,0,0,0,0,36.36363636363637,
ALG2004,ALG,2004,Rowing,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2004,ALG,2004,Swimming,Individual,10,1,9,0,0,0,0,0,10.0,
ALG2004,ALG,2004,Table Tennis,Individual,7,4,3,0,0,0,0,0,57.14285714285714,
ALG2004,ALG,2004,Tennis,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2004,ALG,2004,Weightlifting,Individual,2,1,1,0,0,0,0,0,50.0,
ALG2004,ALG,2004,Wrestling,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Athletics,Individual,12,4,8,0,0,0,0,0,33.33333333333333,
ALG2008,ALG,2008,Badminton,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Boxing,Individual,7,0,7,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Cycling,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Fencing,Individual,2,2,0,0,0,0,0,0,100.0,
ALG2008,ALG,2008,Judo,Individual,10,5,5,2,0,0,1,1,50.0,0.0
ALG2008,ALG,2008,Rowing,Individual,3,0,3,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Swimming,Individual,6,0,6,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Table Tennis,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2008,ALG,2008,Volleyball,Team,10,10,0,0,0,0,0,0,100.0,
ALG2008,ALG,2008,Weightlifting,Individual,1,1,0,0,0,0,0,0,100.0,
ALG2008,ALG,2008,Wrestling,Individual,3,0,3,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Athletics,Individual,7,1,6,1,0,1,0,0,14.285714285714285,0.0
ALG2012,ALG,2012,Boxing,Individual,8,0,8,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Cycling,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Fencing,Individual,2,2,0,0,0,0,0,0,100.0,
ALG2012,ALG,2012,Judo,Individual,2,2,0,0,0,0,0,0,100.0,
ALG2012,ALG,2012,Rowing,Individual,1,1,0,0,0,0,0,0,100.0,
ALG2012,ALG,2012,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Taekwondo,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Volleyball,Team,11,11,0,0,0,0,0,0,100.0,
ALG2012,ALG,2012,Weightlifting,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2012,ALG,2012,Wrestling,Individual,3,0,3,0,0,0,0,0,0.0,
ALG2016,ALG,2016,Athletics,Individual,16,3,13,2,0,0,2,0,18.75,0.0
ALG2016,ALG,2016,Boxing,Individual,8,0,8,0,0,0,0,0,0.0,
ALG2016,ALG,2016,Cycling,Individual,2,0,2,0,0,0,0,0,0.0,
ALG2016,ALG,2016,Fencing,Individual,2,1,1,0,0,0,0,0,50.0,
ALG2016,ALG,2016,Football,Team,18,0,18,0,0,0,0,0,0.0,
ALG2016,ALG,2016,Gymnastics,Individual,10,4,6,0,0,0,0,0,40.0,
ALG2016,ALG,2016,Judo,Individual,5,1,4,0,0,0,0,0,20.0,
ALG2016,ALG,2016,Rowing,Individual,2,1,1,0,0,0,0,0,50.0,
ALG2016,ALG,2016,Sailing,Individual,3,2,1,0,0,0,0,0,66.66666666666666,
ALG2016,ALG,2016,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
ALG2016,ALG,2016,Swimming,Individual,2,0,2,0,0,0,0,0,0.0,
ALG2016,ALG,2016,Weightlifting,Individual,2,1,1,0,0,0,0,0,50.0,
ALG2016,ALG,2016,Wrestling,Individual,3,0,3,0,0,0,0,0,0.0,
AND1976,AND,1976,Boxing,Individual,1,0,1,0,0,0,0,0,0.0,
AND1976,AND,1976,Shooting,Individual,2,0,2,0,0,0,0,0,0.0,
AND1980,AND,1980,Shooting,Individual,2,0,2,0,0,0,0,0,0.0,
AND1984,AND,1984,Shooting,Individual,2,0,2,0,0,0,0,0,0.0,
AND1988,AND,1988,Athletics,Individual,2,0,2,0,0,0,0,0,0.0,
AND1988,AND,1988,Cycling,Individual,2,0,2,0,0,0,0,0,0.0,
AND1992,AND,1992,Athletics,Individual,1,1,0,0,0,0,0,0,100.0,
AND1992,AND,1992,Cycling,Individual,3,0,3,0,0,0,0,0,0.0,
AND1992,AND,1992,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AND1992,AND,1992,Sailing,Individual,2,0,2,0,0,0,0,0,0.0,
AND1992,AND,1992,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AND1996,AND,1996,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
AND1996,AND,1996,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AND1996,AND,1996,Sailing,Individual,3,1,2,0,0,0,0,0,33.33333333333333,
AND1996,AND,1996,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AND1996,AND,1996,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
AND2000,AND,2000,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AND2000,AND,2000,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AND2000,AND,2000,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
AND2004,AND,2004,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AND2004,AND,2004,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AND2004,AND,2004,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AND2004,AND,2004,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
AND2008,AND,2008,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AND2008,AND,2008,Canoeing,Individual,1,1,0,0,0,0,0,0,100.0,
AND2008,AND,2008,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AND2008,AND,2008,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
AND2012,AND,2012,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
AND2012,AND,2012,Judo,Individual,1,0,1,0,0,0,0,0,0.0,
AND2012,AND,2012,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
AND2012,AND,2012,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
AND2016,AND,2016,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
AND2016,AND,2016,Judo,Individual,1,1,0,0,0,0,0,0,100.0,
AND2016,AND,2016,Shooting,Individual,1,1,0,0,0,0,0,0,100.0,
AND2016,AND,2016,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
ANG1980,ANG,1980,Athletics,Individual,3,0,3,0,0,0,0,0,0.0,
ANG1980,ANG,1980,Boxing,Individual,3,0,3,0,0,0,0,0,0.0,
ANG1980,ANG,1980,Swimming,Individual,11,2,9,0,0,0,0,0,18.181818181818183,
ANG1988,ANG,1988,Athletics,Individual,8,2,6,0,0,0,0,0,25.0,
ANG1988,ANG,1988,Boxing,Individual,3,0,3,0,0,0,0,0,0.0,
ANG1988,ANG,1988,Judo,Individual,7,0,7,0,0,0,0,0,0.0,
ANG1988,ANG,1988,Swimming,Individual,15,9,6,0,0,0,0,0,60.0,
ANG1992,ANG,1992,Athletics,Individual,7,2,5,0,0,0,0,0,28.57142857142857,
ANG1992,ANG,1992,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
ANG1992,ANG,1992,Boxing,Individual,1,0,1,0,0,0,0,0,0.0,
ANG1992,ANG,1992,Judo,Individual,4,0,4,0,0,0,0,0,0.0,
ANG1992,ANG,1992,Sailing,Individual,3,0,3,0,0,0,0,0,0.0,
ANG1992,ANG,1992,Swimming,Individual,6,4,2,0,0,0,0,0,66.66666666666666,
ANG1996,ANG,1996,Athletics,Individual,3,2,1,0,0,0,0,0,66.66666666666666,
ANG1996,ANG,1996,Basketball,Team,11,0,11,0,0,0,0,0,0.0,
ANG1996,ANG,1996,Handball,Team,13,13,0,0,0,0,0,0,100.0,
ANG1996,ANG,1996,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
ANG1996,ANG,1996,Swimming,Individual,2,2,0,0,0,0,0,0,100.0,
ANG2000,ANG,2000,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ANG2000,ANG,2000,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
ANG2000,ANG,2000,Handball,Team,13,13,0,0,0,0,0,0,100.0,
ANG2000,ANG,2000,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
ANG2000,ANG,2000,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ANG2004,ANG,2004,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
ANG2004,ANG,2004,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
ANG2004,ANG,2004,Handball,Team,15,15,0,0,0,0,0,0,100.0,
ANG2004,ANG,2004,Judo,Individual,1,1,0,0,0,0,0,0,100.0,
ANG2004,ANG,2004,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
ANG2008,ANG,2008,Athletics,Individual,1,0,1,0,0,0,0,0,0.0,
ANG2008,ANG,2008,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
ANG2008,ANG,2008,Beach Volleyball,Team,2,0,2,0,0,0,0,0,0.0,
ANG2008,ANG,2008,Canoeing,Individual,2,0,2,0,0,0,0,0,0.0,
ANG2008,ANG,2008,Handball,Team,14,14,0,0,0,0,0,0,100.0,
ANG2008,ANG,2008,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ANG2012,ANG,2012,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ANG2012,ANG,2012,Basketball,Team,12,12,0,0,0,0,0,0,100.0,
ANG2012,ANG,2012,Canoeing,Individual,4,0,4,0,0,0,0,0,0.0,
ANG2012,ANG,2012,Handball,Team,14,14,0,0,0,0,0,0,100.0,
ANG2012,ANG,2012,Judo,Individual,1,1,0,0,0,0,0,0,100.0,
ANG2012,ANG,2012,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ANG2016,ANG,2016,Athletics,Individual,2,1,1,0,0,0,0,0,50.0,
ANG2016,ANG,2016,Handball,Team,15,15,0,0,0,0,0,0,100.0,
ANG2016,ANG,2016,Judo,Individual,1,1,0,0,0,0,0,0,100.0,
ANG2016,ANG,2016,Rowing,Individual,2,0,2,0,0,0,0,0,0.0,
ANG2016,ANG,2016,Sailing,Individual,3,0,3,0,0,0,0,0,0.0,
ANG2016,ANG,2016,Shooting,Individual,1,0,1,0,0,0,0,0,0.0,
ANG2016,ANG,2016,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ANT1976,ANT,1976,Athletics,Individual,14,0,14,0,0,0,0,0,0.0,
ANT1976,ANT,1976,Cycling,Individual,3,0,3,0,0,0,0,0,0.0,
ANT1984,ANT,1984,Athletics,Individual,22,8,14,0,0,0,0,0,36.36363636363637,
ANT1984,ANT,1984,Cycling,Individual,4,0,4,0,0,0,0,0,0.0,
ANT1984,ANT,1984,Sailing,Individual,1,0,1,0,0,0,0,0,0.0,
ANT1988,ANT,1988,Athletics,Individual,19,4,15,0,0,0,0,0,21.052631578947366,
ANT1988,ANT,1988,Boxing,Individual,2,0,2,0,0,0,0,0,0.0,
ANT1988,ANT,1988,Cycling,Individual,3,0,3,0,0,0,0,0,0.0,
ANT1988,ANT,1988,Sailing,Individual,1,0,1,0,0,0,0,0,0.0,
ANT1992,ANT,1992,Athletics,Individual,7,3,4,0,0,0,0,0,42.857142857142854,
ANT1992,ANT,1992,Cycling,Individual,6,0,6,0,0,0,0,0,0.0,
ANT1992,ANT,1992,Sailing,Individual,5,2,3,0,0,0,0,0,40.0,
ANT1996,ANT,1996,Athletics,Individual,14,10,4,0,0,0,0,0,71.42857142857143,
ANT1996,ANT,1996,Canoeing,Individual,3,1,2,0,0,0,0,0,33.33333333333333,
ANT1996,ANT,1996,Cycling,Individual,1,0,1,0,0,0,0,0,0.0,
ANT1996,ANT,1996,Sailing,Individual,1,0,1,0,0,0,0,0,0.0,
ANT2000,ANT,2000,Athletics,Individual,3,2,1,0,0,0,0,0,66.66666666666666,
ANT2000,ANT,2000,Sailing,Individual,1,0,1,0,0,0,0,0,0.0,
ANT2004,ANT,2004,Athletics,Individual,3,1,2,0,0,0,0,0,33.33333333333333,
ANT2004,ANT,2004,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ANT2008,ANT,2008,Athletics,Individual,4,1,3,0,0,0,0,0,25.0,
ANT2008,ANT,2008,Swimming,Individual,1,0,1,0,0,0,0,0,0.0,
ANT2012,ANT,2012,Athletics,Individual,3,1,2,0,0,0,0,0,33.33333333333333,
ANT2012,ANT,2012,Swimming,Individual,1,1,0,0,0,0,0,0,100.0,
ANT2016,ANT,2016,Athletics,Individual,7,1,6,0,0,0,0,0,14.285714285714285,
ANT2016,ANT,2016,Swimming,Individual,2,1,1,0,0,0,0,0,50.0,
ANZ1908,ANZ,1908,Athletics,Individual,15,0,15,1,0,0,0,1,0.0,0.0
ANZ1908,ANZ,1908,Boxing,Individual,1,0,1,1,0,0,1,0,0.0,0.0
ANZ1908,ANZ,1908,Diving,Individual,1,0,1,0,0,0,0,0,0.0,
ANZ1908,ANZ,1908,Rugby,Team,15,0,15,15,0,15,0,0,0.0,0.0
ANZ1908,ANZ,1908,Shooting,Individual,3,0,3,0,0,0,0,0,0.0,
ANZ1908,ANZ,1908,Swimming,Individual,13,0,13,2,0,0,1,1,0.0,0.0
ANZ1912,ANZ,1912,Athletics,Individual,7,0,7,0,0,0,0,0,0.0,
ANZ1912,ANZ,1912,Rowing,Individual,10,0,10,0,0,0,0,0,0.0,
ANZ1912,ANZ,1912,Swimming,Individual,20,2,18,9,0,5,2,2,10.0,0.0
ANZ1912,ANZ,1912,Tennis,Individual,1,0,1,1,0,0,0,1,0.0,0.0
ARG1900,ARG,1900,Fencing,Individual,1,0,1,0,0,0,0,0,0.0,
ARG1908,ARG,1908,Figure Skating,Individual,1,0,1,0,0,0,0,0,0.0,
ARG1920,ARG,1920,Boxing,Individual,1,0,1,0,0,0,0,0,0.0,
ARG1924,ARG,1924,Athletics,Individual,16,0,16,1,0,0,1,0,0.0,0.0
ARG1924,ARG,1924,Boxing,Individual,10,0,10,4,0,0,2,2,0.0,0.0
ARG1924,ARG,1924,Cycling,Individual,14,0,14,0,0,0,0,0,0.0,
ARG1924,ARG,1924,Fencing,Individual,24,0,24,0,0,0,0,0,0.0,
ARG1924,ARG,1924,Polo,Team,5,0,5,5,0,5,0,0,0.0,0.0
ARG1924,ARG,1924,Rowing,Individual,9,0,9,0,0,0,0,0,0.0,
ARG1924,ARG,1924,Sailing,Individual,6,0,6,0,0,0,0,0,0.0,
