ID,NOC,Year,Sport,Type,Total_Athletes,Female_Athletes,Male_Athletes,Total_Medals,Female_Medals,Gold,Silver,Bronze,Percentage_Female,Percentage_Female_Medals
CAN1932,CAN,1932,Art Competitions,Individual,45,0,45,1,0,0,0,1,0.0,0.0
CAN1932,CAN,1932,Athletics,Individual,45,10,35,15,1,1,6,8,22.22222222222222,6.666666666666667
CAN1932,CAN,1932,Boxing,Individual,7,0,7,1,1,1,0,0,0.0,100.0
CAN1932,CAN,1932,Cycling,Individual,14,0,14,0,0,0,0,0,0.0,
CAN1932,CAN,1932,Diving,Individual,4,1,3,0,0,0,0,0,25.0,
CAN1932,CAN,1932,Fencing,Individual,11,1,10,0,0,0,0,0,9.090909090909092,
CAN1932,CAN,1932,Rowing,Individual,16,0,16,11,0,0,0,11,0.0,0.0
CAN1932,CAN,1932,Sailing,Individual,13,0,13,10,0,0,6,4,0.0,0.0
CAN1932,CAN,1932,Swimming,Individual,30,14,16,0,0,0,0,0,46.666666666666664,
CAN1932,CAN,1932,Wrestling,Individual,6,0,6,1,0,0,1,0,0.0,0.0
CAN1936,CAN,1936,Art Competitions,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1936,CAN,1936,Athletics,Individual,49,10,39,7,0,0,1,6,20.408163265306122,0.0
CAN1936,CAN,1936,Basketball,Team,9,0,9,9,0,0,9,0,0.0,0.0
CAN1936,CAN,1936,Boxing,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1936,CAN,1936,Canoeing,Individual,13,0,13,5,0,1,2,2,0.0,0.0
CAN1936,CAN,1936,Cycling,Individual,14,0,14,0,0,0,0,0,0.0,
CAN1936,CAN,1936,Diving,Individual,5,4,1,0,0,0,0,0,80.0,
CAN1936,CAN,1936,Fencing,Individual,25,3,22,0,0,0,0,0,12.0,
CAN1936,CAN,1936,Rowing,Individual,10,0,10,0,0,0,0,0,0.0,
CAN1936,CAN,1936,Sailing,Individual,1,0,1,0,0,0,0,0,0.0,
CAN1936,CAN,1936,Swimming,Individual,27,10,17,0,0,0,0,0,37.03703703703704,
CAN1936,CAN,1936,Wrestling,Individual,5,0,5,1,0,0,0,1,0.0,0.0
CAN1948,CAN,1948,Art Competitions,Individual,25,6,19,1,0,0,1,0,24.0,0.0
CAN1948,CAN,1948,Athletics,Individual,45,14,31,4,0,0,0,4,31.11111111111111,0.0
CAN1948,CAN,1948,Basketball,Team,14,0,14,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Boxing,Individual,7,0,7,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Canoeing,Individual,10,0,10,2,0,0,1,1,0.0,0.0
CAN1948,CAN,1948,Cycling,Individual,14,0,14,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Diving,Individual,2,0,2,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Fencing,Individual,21,2,19,0,0,0,0,0,9.523809523809524,
CAN1948,CAN,1948,Rowing,Individual,11,0,11,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Sailing,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Swimming,Individual,23,10,13,0,0,0,0,0,43.47826086956522,
CAN1948,CAN,1948,Weightlifting,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1948,CAN,1948,Wrestling,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Athletics,Individual,44,15,29,0,0,0,0,0,34.090909090909086,
CAN1952,CAN,1952,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Boxing,Individual,7,0,7,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Canoeing,Individual,11,0,11,2,0,0,2,0,0.0,0.0
CAN1952,CAN,1952,Cycling,Individual,2,0,2,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Equestrianism,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Fencing,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Rowing,Individual,15,0,15,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Sailing,Individual,11,0,11,0,0,0,0,0,0.0,
CAN1952,CAN,1952,Shooting,Individual,8,0,8,1,1,1,0,0,0.0,100.0
CAN1952,CAN,1952,Swimming,Individual,24,11,13,0,0,0,0,0,45.83333333333333,
CAN1952,CAN,1952,Weightlifting,Individual,5,0,5,1,0,0,1,0,0.0,0.0
CAN1952,CAN,1952,Wrestling,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Athletics,Individual,36,15,21,0,0,0,0,0,41.66666666666667,
CAN1956,CAN,1956,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Boxing,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Canoeing,Individual,10,0,10,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Cycling,Individual,8,0,8,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Diving,Individual,3,1,2,1,0,0,0,1,33.33333333333333,0.0
CAN1956,CAN,1956,Equestrianism,Individual,7,0,7,3,0,0,0,3,0.0,0.0
CAN1956,CAN,1956,Fencing,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Gymnastics,Individual,12,5,7,0,0,0,0,0,41.66666666666667,
CAN1956,CAN,1956,Rowing,Individual,13,0,13,13,4,4,9,0,0.0,30.76923076923077
CAN1956,CAN,1956,Sailing,Individual,8,0,8,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Shooting,Individual,9,0,9,2,1,1,0,1,0.0,50.0
CAN1956,CAN,1956,Swimming,Individual,17,13,4,0,0,0,0,0,76.47058823529412,
CAN1956,CAN,1956,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1956,CAN,1956,Wrestling,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Athletics,Individual,36,11,25,0,0,0,0,0,30.555555555555557,
CAN1960,CAN,1960,Boxing,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Canoeing,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Cycling,Individual,2,0,2,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Diving,Individual,4,2,2,0,0,0,0,0,50.0,
CAN1960,CAN,1960,Equestrianism,Individual,8,0,8,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Fencing,Individual,1,0,1,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Gymnastics,Individual,17,10,7,0,0,0,0,0,58.82352941176471,
CAN1960,CAN,1960,Rowing,Individual,15,0,15,9,0,0,9,0,0.0,0.0
CAN1960,CAN,1960,Sailing,Individual,11,0,11,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Shooting,Individual,12,0,12,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Swimming,Individual,18,9,9,0,0,0,0,0,50.0,
CAN1960,CAN,1960,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1960,CAN,1960,Wrestling,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Athletics,Individual,26,11,15,2,0,0,1,1,42.30769230769231,0.0
CAN1964,CAN,1964,Basketball,Team,11,0,11,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Boxing,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Canoeing,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Diving,Individual,6,4,2,0,0,0,0,0,66.66666666666666,
CAN1964,CAN,1964,Equestrianism,Individual,2,2,0,0,0,0,0,0,100.0,
CAN1964,CAN,1964,Fencing,Individual,7,1,6,0,0,0,0,0,14.285714285714285,
CAN1964,CAN,1964,Gymnastics,Individual,26,5,21,0,0,0,0,0,19.230769230769234,
CAN1964,CAN,1964,Hockey,Team,14,0,14,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Judo,Individual,1,0,1,1,0,0,1,0,0.0,0.0
CAN1964,CAN,1964,Rowing,Individual,16,0,16,2,0,2,0,0,0.0,0.0
CAN1964,CAN,1964,Sailing,Individual,11,0,11,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Shooting,Individual,10,0,10,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Swimming,Individual,46,21,25,0,0,0,0,0,45.65217391304348,
CAN1964,CAN,1964,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1964,CAN,1964,Wrestling,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Athletics,Individual,40,15,25,0,0,0,0,0,37.5,
CAN1968,CAN,1968,Boxing,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Canoeing,Individual,13,3,10,0,0,0,0,0,23.076923076923077,
CAN1968,CAN,1968,Cycling,Individual,11,0,11,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Diving,Individual,7,4,3,0,0,0,0,0,57.14285714285714,
CAN1968,CAN,1968,Equestrianism,Individual,20,4,16,3,0,3,0,0,20.0,0.0
CAN1968,CAN,1968,Fencing,Individual,16,1,15,0,0,0,0,0,6.25,
CAN1968,CAN,1968,Gymnastics,Individual,70,30,40,0,0,0,0,0,42.857142857142854,
CAN1968,CAN,1968,Rowing,Individual,15,0,15,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Sailing,Individual,11,0,11,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Shooting,Individual,12,0,12,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Swimming,Individual,56,22,34,7,0,0,3,4,39.285714285714285,0.0
CAN1968,CAN,1968,Weightlifting,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1968,CAN,1968,Wrestling,Individual,12,0,12,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Archery,Individual,6,3,3,0,0,0,0,0,50.0,
CAN1972,CAN,1972,Athletics,Individual,34,10,24,0,0,0,0,0,29.411764705882355,
CAN1972,CAN,1972,Boxing,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Canoeing,Individual,17,3,14,0,0,0,0,0,17.647058823529413,
CAN1972,CAN,1972,Cycling,Individual,15,0,15,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Diving,Individual,12,6,6,0,0,0,0,0,50.0,
CAN1972,CAN,1972,Equestrianism,Individual,21,8,13,0,0,0,0,0,38.095238095238095,
CAN1972,CAN,1972,Fencing,Individual,16,1,15,0,0,0,0,0,6.25,
CAN1972,CAN,1972,Gymnastics,Individual,54,36,18,0,0,0,0,0,66.66666666666666,
CAN1972,CAN,1972,Judo,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Modern Pentathlon,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Rowing,Individual,16,0,16,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Sailing,Individual,14,0,14,3,0,0,0,3,0.0,0.0
CAN1972,CAN,1972,Shooting,Individual,12,0,12,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Swimming,Individual,86,41,45,8,0,0,2,6,47.674418604651166,0.0
CAN1972,CAN,1972,Water Polo,Team,11,0,11,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Weightlifting,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1972,CAN,1972,Wrestling,Individual,9,0,9,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Archery,Individual,4,2,2,0,0,0,0,0,50.0,
CAN1976,CAN,1976,Athletics,Individual,71,31,40,1,0,0,1,0,43.66197183098591,0.0
CAN1976,CAN,1976,Basketball,Team,24,12,12,0,0,0,0,0,50.0,
CAN1976,CAN,1976,Boxing,Individual,9,0,9,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Canoeing,Individual,19,3,16,1,0,0,1,0,15.789473684210526,0.0
CAN1976,CAN,1976,Cycling,Individual,14,0,14,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Diving,Individual,12,6,6,0,0,0,0,0,50.0,
CAN1976,CAN,1976,Equestrianism,Individual,21,10,11,1,0,0,1,0,47.61904761904761,0.0
CAN1976,CAN,1976,Fencing,Individual,23,7,16,0,0,0,0,0,30.434782608695656,
CAN1976,CAN,1976,Football,Team,14,0,14,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Gymnastics,Individual,57,36,21,0,0,0,0,0,63.1578947368421,
CAN1976,CAN,1976,Handball,Team,28,14,14,0,0,0,0,0,50.0,
CAN1976,CAN,1976,Hockey,Team,16,0,16,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Judo,Individual,5,0,5,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Modern Pentathlon,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Rowing,Individual,46,24,22,0,0,0,0,0,52.17391304347826,
CAN1976,CAN,1976,Sailing,Individual,12,0,12,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Shooting,Individual,13,1,12,0,0,0,0,0,7.6923076923076925,
CAN1976,CAN,1976,Swimming,Individual,82,43,39,20,0,0,6,14,52.4390243902439,0.0
CAN1976,CAN,1976,Volleyball,Team,24,12,12,0,0,0,0,0,50.0,
CAN1976,CAN,1976,Water Polo,Team,11,0,11,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Weightlifting,Individual,4,0,4,0,0,0,0,0,0.0,
CAN1976,CAN,1976,Wrestling,Individual,16,0,16,0,0,0,0,0,0.0,
CAN1984,CAN,1984,Archery,Individual,3,3,0,0,0,0,0,0,100.0,
CAN1984,CAN,1984,Athletics,Individual,83,39,44,15,0,0,9,6,46.98795180722892,0.0
CAN1984,CAN,1984,Basketball,Team,24,12,12,0,0,0,0,0,50.0,
CAN1984,CAN,1984,Boxing,Individual,10,0,10,3,0,0,2,1,0.0,0.0
CAN1984,CAN,1984,Canoeing,Individual,23,7,16,12,0,3,3,6,30.434782608695656,0.0
CAN1984,CAN,1984,Cycling,Individual,17,3,14,2,0,0,2,0,17.647058823529413,0.0
CAN1984,CAN,1984,Diving,Individual,8,4,4,1,0,1,0,0,50.0,0.0
CAN1984,CAN,1984,Equestrianism,Individual,21,14,7,0,0,0,0,0,66.66666666666666,
CAN1984,CAN,1984,Fencing,Individual,24,8,16,0,0,0,0,0,33.33333333333333,
CAN1984,CAN,1984,Football,Team,14,0,14,0,0,0,0,0,0.0,
CAN1984,CAN,1984,Gymnastics,Individual,84,36,48,0,0,0,0,0,42.857142857142854,
CAN1984,CAN,1984,Hockey,Team,32,16,16,0,0,0,0,0,50.0,
CAN1984,CAN,1984,Judo,Individual,8,0,8,1,0,0,0,1,0.0,0.0
CAN1984,CAN,1984,Rhythmic Gymnastics,Team,2,2,0,1,0,1,0,0,100.0,0.0
CAN1984,CAN,1984,Rowing,Individual,54,24,30,23,0,9,7,7,44.44444444444444,0.0
CAN1984,CAN,1984,Sailing,Individual,13,0,13,6,0,0,2,4,0.0,0.0
CAN1984,CAN,1984,Shooting,Individual,19,5,14,1,0,1,0,0,26.31578947368421,0.0
CAN1984,CAN,1984,Swimming,Individual,71,33,38,16,4,4,6,6,46.478873239436616,25.0
CAN1984,CAN,1984,Synchronized Swimming,Team,5,5,0,3,0,0,3,0,100.0,0.0
CAN1984,CAN,1984,Volleyball,Team,24,12,12,0,0,0,0,0,50.0,
CAN1984,CAN,1984,Water Polo,Team,13,0,13,0,0,0,0,0,0.0,
CAN1984,CAN,1984,Weightlifting,Individual,7,0,7,1,0,0,1,0,0.0,0.0
CAN1984,CAN,1984,Wrestling,Individual,13,0,13,2,0,0,1,1,0.0,0.0
CAN1988,CAN,1988,Archery,Individual,7,1,6,0,0,0,0,0,14.285714285714285,
CAN1988,CAN,1988,Athletics,Individual,79,34,45,1,0,0,0,1,43.037974683544306,0.0
CAN1988,CAN,1988,Basketball,Team,12,0,12,0,0,0,0,0,0.0,
CAN1988,CAN,1988,Boxing,Individual,10,0,10,3,0,1,1,1,0.0,0.0
CAN1988,CAN,1988,Canoeing,Individual,23,7,16,0,0,0,0,0,30.434782608695656,
CAN1988,CAN,1988,Cycling,Individual,14,4,10,0,0,0,0,0,28.57142857142857,
CAN1988,CAN,1988,Diving,Individual,8,4,4,0,0,0,0,0,50.0,
CAN1988,CAN,1988,Equestrianism,Individual,18,12,6,4,0,0,0,4,66.66666666666666,0.0
CAN1988,CAN,1988,Fencing,Individual,31,8,23,0,0,0,0,0,25.806451612903224,
CAN1988,CAN,1988,Gymnastics,Individual,84,36,48,0,0,0,0,0,42.857142857142854,
CAN1988,CAN,1988,Hockey,Team,30,14,16,0,0,0,0,0,46.666666666666664,
CAN1988,CAN,1988,Judo,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1988,CAN,1988,Modern Pentathlon,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1988,CAN,1988,Rhythmic Gymnastics,Team,2,2,0,0,0,0,0,0,100.0,
CAN1988,CAN,1988,Rowing,Individual,41,10,31,0,0,0,0,0,24.390243902439025,
CAN1988,CAN,1988,Sailing,Individual,15,2,13,2,0,0,0,2,13.333333333333334,0.0
CAN1988,CAN,1988,Shooting,Individual,16,5,11,0,0,0,0,0,31.25,
CAN1988,CAN,1988,Swimming,Individual,66,31,35,10,0,0,4,6,46.96969696969697,0.0
CAN1988,CAN,1988,Synchronized Swimming,Team,5,5,0,3,0,3,0,0,100.0,0.0
CAN1988,CAN,1988,Table Tennis,Individual,4,1,3,0,0,0,0,0,25.0,
CAN1988,CAN,1988,Tennis,Individual,10,5,5,0,0,0,0,0,50.0,
CAN1988,CAN,1988,Weightlifting,Individual,3,0,3,0,0,0,0,0,0.0,
CAN1988,CAN,1988,Wrestling,Individual,13,0,13,0,0,0,0,0,0.0,
CAN1992,CAN,1992,Archery,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1992,CAN,1992,Athletics,Individual,64,27,37,3,0,1,1,1,42.1875,0.0
CAN1992,CAN,1992,Badminton,Individual,11,4,7,0,0,0,0,0,36.36363636363637,
CAN1992,CAN,1992,Boxing,Individual,10,0,10,2,0,0,1,1,0.0,0.0
CAN1992,CAN,1992,Canoeing,Individual,27,10,17,0,0,0,0,0,37.03703703703704,
CAN1992,CAN,1992,Cycling,Individual,16,5,11,1,0,0,0,1,31.25,0.0
CAN1992,CAN,1992,Diving,Individual,8,4,4,0,0,0,0,0,50.0,
CAN1992,CAN,1992,Equestrianism,Individual,22,12,10,0,0,0,0,0,54.54545454545454,
CAN1992,CAN,1992,Fencing,Individual,24,7,17,0,0,0,0,0,29.166666666666668,
CAN1992,CAN,1992,Gymnastics,Individual,57,36,21,0,0,0,0,0,63.1578947368421,
CAN1992,CAN,1992,Hockey,Team,15,15,0,0,0,0,0,0,100.0,
CAN1992,CAN,1992,Judo,Individual,12,7,5,1,0,0,0,1,58.333333333333336,0.0
CAN1992,CAN,1992,Modern Pentathlon,Individual,2,0,2,0,0,0,0,0,0.0,
CAN1992,CAN,1992,Rhythmic Gymnastics,Team,2,2,0,0,0,0,0,0,100.0,
CAN1992,CAN,1992,Rowing,Individual,33,16,17,25,0,24,0,1,48.484848484848484,0.0
CAN1992,CAN,1992,Sailing,Individual,16,4,12,2,0,0,0,2,25.0,0.0
CAN1992,CAN,1992,Shooting,Individual,16,6,10,0,0,0,0,0,37.5,
CAN1992,CAN,1992,Swimming,Individual,63,29,34,6,1,1,0,5,46.03174603174603,16.666666666666664
CAN1992,CAN,1992,Synchronized Swimming,Team,5,5,0,3,1,1,2,0,100.0,33.33333333333333
CAN1992,CAN,1992,Table Tennis,Individual,2,1,1,0,0,0,0,0,50.0,
CAN1992,CAN,1992,Tennis,Individual,7,4,3,0,0,0,0,0,57.14285714285714,
CAN1992,CAN,1992,Volleyball,Team,12,0,12,0,0,0,0,0,0.0,
CAN1992,CAN,1992,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
CAN1992,CAN,1992,Wrestling,Individual,13,0,13,1,0,0,1,0,0.0,0.0
CAN1996,CAN,1996,Archery,Individual,6,0,6,0,0,0,0,0,0.0,
CAN1996,CAN,1996,Athletics,Individual,47,21,26,6,6,6,0,0,44.680851063829785,100.0
CAN1996,CAN,1996,Badminton,Individual,16,7,9,0,0,0,0,0,43.75,
CAN1996,CAN,1996,Basketball,Team,12,12,0,0,0,0,0,0,100.0,
CAN1996,CAN,1996,Beach Volleyball,Team,6,2,4,2,0,0,0,2,33.33333333333333,0.0
CAN1996,CAN,1996,Boxing,Individual,11,0,11,1,0,0,1,0,0.0,0.0
CAN1996,CAN,1996,Canoeing,Individual,25,9,16,1,0,0,1,0,36.0,0.0
CAN1996,CAN,1996,Cycling,Individual,18,8,10,5,0,0,2,3,44.44444444444444,0.0
CAN1996,CAN,1996,Diving,Individual,6,4,2,1,0,0,0,1,66.66666666666666,0.0
CAN1996,CAN,1996,Equestrianism,Individual,19,12,7,0,0,0,0,0,63.1578947368421,
CAN1996,CAN,1996,Fencing,Individual,13,0,13,0,0,0,0,0,0.0,
CAN1996,CAN,1996,Gymnastics,Individual,36,15,21,0,0,0,0,0,41.66666666666667,
CAN1996,CAN,1996,Judo,Individual,11,6,5,0,0,0,0,0,54.54545454545454,
CAN1996,CAN,1996,Rhythmic Gymnastics,Team,1,1,0,0,0,0,0,0,100.0,
CAN1996,CAN,1996,Rowing,Individual,36,20,16,21,0,2,15,4,55.55555555555556,0.0
CAN1996,CAN,1996,Sailing,Individual,16,5,11,0,0,0,0,0,31.25,
CAN1996,CAN,1996,Shooting,Individual,10,1,9,0,0,0,0,0,10.0,
CAN1996,CAN,1996,Softball,Individual,15,15,0,0,0,0,0,0,100.0,
CAN1996,CAN,1996,Swimming,Individual,51,35,16,3,0,0,1,2,68.62745098039215,0.0
CAN1996,CAN,1996,Synchronized Swimming,Team,9,9,0,9,0,0,9,0,100.0,0.0
CAN1996,CAN,1996,Table Tennis,Individual,8,4,4,0,0,0,0,0,50.0,
CAN1996,CAN,1996,Tennis,Individual,8,4,4,0,0,0,0,0,50.0,
CAN1996,CAN,1996,Volleyball,Team,12,12,0,0,0,0,0,0,100.0,
CAN1996,CAN,1996,Weightlifting,Individual,2,0,2,0,0,0,0,0,0.0,
CAN1996,CAN,1996,Wrestling,Individual,14,0,14,1,0,0,1,0,0.0,0.0
CAN2000,CAN,2000,Archery,Individual,1,0,1,0,0,0,0,0,0.0,
CAN2000,CAN,2000,Athletics,Individual,45,18,27,0,0,0,0,0,40.0,
CAN2000,CAN,2000,Badminton,Individual,14,8,6,0,0,0,0,0,57.14285714285714,
CAN2000,CAN,2000,Basketball,Team,24,12,12,0,0,0,0,0,50.0,
CAN2000,CAN,2000,Beach Volleyball,Team,4,0,4,0,0,0,0,0,0.0,
CAN2000,CAN,2000,Boxing,Individual,7,0,7,0,0,0,0,0,0.0,
CAN2000,CAN,2000,Canoeing,Individual,20,8,12,2,0,0,1,1,40.0,0.0
CAN2000,CAN,2000,Cycling,Individual,20,11,9,0,0,0,0,0,55.00000000000001,
CAN2000,CAN,2000,Diving,Individual,11,8,3,3,0,0,2,1,72.72727272727273,0.0
CAN2000,CAN,2000,Equestrianism,Individual,10,1,9,0,0,0,0,0,10.0,
CAN2000,CAN,2000,Fencing,Individual,7,6,1,0,0,0,0,0,85.71428571428571,
CAN2000,CAN,2000,Gymnastics,Individual,38,32,6,0,0,0,0,0,84.21052631578947,
CAN2000,CAN,2000,Hockey,Team,16,0,16,0,0,0,0,0,0.0,
CAN2000,CAN,2000,Judo,Individual,6,4,2,1,0,0,1,0,66.66666666666666,0.0
CAN2000,CAN,2000,Rhythmic Gymnastics,Team,1,1,0,0,0,0,0,0,100.0,
CAN2000,CAN,2000,Rowing,Individual,32,14,18,9,0,0,0,9,43.75,0.0
CAN2000,CAN,2000,Sailing,Individual,9,2,7,0,0,0,0,0,22.22222222222222,
CAN2000,CAN,2000,Shooting,Individual,16,10,6,0,0,0,0,0,62.5,
CAN2000,CAN,2000,Softball,Individual,15,15,0,0,0,0,0,0,100.0,
CAN2000,CAN,2000,Swimming,Individual,73,36,37,1,0,0,0,1,49.31506849315068,0.0
CAN2000,CAN,2000,Synchronized Swimming,Team,10,10,0,8,0,0,0,8,100.0,0.0
CAN2000,CAN,2000,Table Tennis,Individual,10,6,4,0,0,0,0,0,60.0,
CAN2000,CAN,2000,Taekwondo,Individual,1,1,0,1,0,0,0,1,100.0,0.0
CAN2000,CAN,2000,Tennis,Individual,7,3,4,2,0,2,0,0,42.857142857142854,0.0
CAN2000,CAN,2000,Trampolining,Individual,2,1,1,2,0,0,0,2,50.0,0.0
CAN2000,CAN,2000,Triathlon,Individual,4,3,1,1,0,1,0,0,75.0,0.0
CAN2000,CAN,2000,Water Polo,Team,13,13,0,0,0,0,0,0,100.0,
CAN2000,CAN,2000,Weightlifting,Individual,2,1,1,0,0,0,0,0,50.0,
CAN2000,CAN,2000,Wrestling,Individual,4,0,4,1,1,1,0,0,0.0,100.0
CAN2004,CAN,2004,Archery,Individual,2,1,1,0,0,0,0,0,50.0,
CAN2004,CAN,2004,Athletics,Individual,25,11,14,0,0,0,0,0,44.0,
CAN2004,CAN,2004,Badminton,Individual,9,7,2,0,0,0,0,0,77.77777777777779,
CAN2004,CAN,2004,Baseball,Team,24,0,24,0,0,0,0,0,0.0,
CAN2004,CAN,2004,Beach Volleyball,Team,4,2,2,0,0,0,0,0,50.0,
CAN2004,CAN,2004,Boxing,Individual,5,0,5,0,0,0,0,0,0.0,
CAN2004,CAN,2004,Canoeing,Individual,24,8,16,3,1,1,0,2,33.33333333333333,33.33333333333333
CAN2004,CAN,2004,Cycling,Individual,16,10,6,2,0,1,1,0,62.5,0.0
CAN2004,CAN,2004,Diving,Individual,14,8,6,3,0,0,1,2,57.14285714285714,0.0
CAN2004,CAN,2004,Equestrianism,Individual,19,10,9,0,0,0,0,0,52.63157894736842,
CAN2004,CAN,2004,Fencing,Individual,8,6,2,0,0,0,0,0,75.0,
CAN2004,CAN,2004,Gymnastics,Individual,74,32,42,1,1,1,0,0,43.24324324324324,100.0
CAN2004,CAN,2004,Judo,Individual,6,4,2,0,0,0,0,0,66.66666666666666,
CAN2004,CAN,2004,Modern Pentathlon,Individual,2,2,0,0,0,0,0,0,100.0,
CAN2004,CAN,2004,Rowing,Individual,32,13,19,4,0,0,4,0,40.625,0.0
CAN2004,CAN,2004,Sailing,Individual,11,5,6,2,0,0,2,0,45.45454545454545,0.0
CAN2004,CAN,2004,Shooting,Individual,4,4,0,0,0,0,0,0,100.0,
CAN2004,CAN,2004,Softball,Individual,15,15,0,0,0,0,0,0,100.0,
CAN2004,CAN,2004,Swimming,Individual,46,15,31,0,0,0,0,0,32.608695652173914,
CAN2004,CAN,2004,Synchronized Swimming,Team,10,10,0,0,0,0,0,0,100.0,
CAN2004,CAN,2004,Table Tennis,Individual,6,3,3,0,0,0,0,0,50.0,
CAN2004,CAN,2004,Taekwondo,Individual,2,2,0,0,0,0,0,0,100.0,
CAN2004,CAN,2004,Tennis,Individual,3,0,3,0,0,0,0,0,0.0,
CAN2004,CAN,2004,Trampolining,Individual,3,2,1,1,0,0,1,0,66.66666666666666,0.0
CAN2004,CAN,2004,Triathlon,Individual,5,3,2,0,0,0,0,0,60.0,
CAN2004,CAN,2004,Water Polo,Team,13,13,0,0,0,0,0,0,100.0,
CAN2004,CAN,2004,Weightlifting,Individual,2,1,1,0,0,0,0,0,50.0,
CAN2004,CAN,2004,Wrestling,Individual,7,4,3,1,0,0,1,0,57.14285714285714,0.0
CAN2008,CAN,2008,Archery,Individual,7,1,6,0,0,0,0,0,14.285714285714285,
CAN2008,CAN,2008,Athletics,Individual,33,11,22,2,0,0,0,2,33.33333333333333,0.0
CAN2008,CAN,2008,Badminton,Individual,4,2,2,0,0,0,0,0,50.0,
