,population (millions),NOC,GDP,GDP/capita,GNI,number of 65+
78,59.438851,ITA,1744757062415.98,29353.815443302898,1920487395391.45,23.3720719130321
79,2.820436,JAM,13440715454.4634,4765.474364411531,13357924844.1744,7.042563632005831
80,10.928721,JOR,41238673866.8076,3773.421781634612,44057889841.1163,3.612481277543823
81,126.261,JPN,4363130661935.36,34556.43992947434,5222887209516.97,29.58317849533902
82,18.755666,KAZ,205829297738.039,10974.246275127687,156009681697.941,7.844056297440997
83,51.98578,KEN,84054150946.0459,1616.8681309782387,98931055473.5145,2.803078072503673
84,6.5799,KGZ,7255421236.2525,1102.6643621107462,7524451491.41327,4.267982796091125
85,16.39686,KHM,23024448758.5057,1404.1986550172228,24826001039.293,5.272588776143725
86,0.126463,KIR,176049976.4036,1392.1065956335058,337548689.009703,3.685663000245131
87,0.047642,KNA,902739029.733911,18948.386502118112,870667740.740741,9.193568699886654
88,7.319399,LAO,18584865505.7243,2539.1245245305386,17853650705.0794,4.278575331116667
89,5.662923,LBN,36656689491.8247,6473.103994496252,30667128253.7961,9.350065328453168
90,5.087584,LBR,3115556299.79146,612.3842475704499,2887982500.0,3.375158031788763
91,6.653942,LBY,46364963764.8326,6968.044471207084,50591870886.4406,4.805001305992748
92,0.179237,LCA,1498670934.61652,8361.392651163096,1488955607.6238,8.916685728951053
93,21.919,LKA,93831930692.5154,4280.849066678014,83069588981.4572,10.802979150508692
94,2.2541,LSO,2191922057.45494,972.4156237322833,2510186662.69723,4.210948937491682
95,2.794885,LTU,48187587206.6015,17241.34882351206,55211445817.2982,20.42005306121719
96,0.630419,LUX,65644422263.398,104128.24211103727,51101739694.7861,14.558095488873274
97,1.900449,LVA,30077290109.2039,15826.412657852907,34593491383.0398,21.400153332186235
98,36.688772,MAR,114765545450.071,3128.0835850834965,120187958049.027,7.151275054940514
99,2.63513,MDA,8479779801.96162,3217.973990642443,12253493780.3396,13.355318333440854
100,28.225177,MDG,12245161250.7074,433.83824486583023,12666991180.4465,3.2462010778532937
101,0.514438,MDV,3608046923.80234,7013.570000276691,3440529461.09887,4.384007402252556
102,479.966649,MEA,3338925485261.4,6956.578112704243,3129541743574.77,5.178902544955785
103,125.998302,MEX,1152513209905.93,9147.053504783977,1054822088096.21,8.021236667141753
104,0.043413,MHL,218847400.0,5041.056826296271,293984300.0,3.911270817497063
105,2.072531,MKD,10501957282.7753,5067.213606346683,11894791174.3625,14.58554781569009
106,21.22404,MLI,15830713922.9713,745.8859822621565,16726618171.5678,2.495877316476976
107,0.515332,MLT,13112282258.9593,25444.339297694107,13636249000.5711,18.841251853174263
108,53.423198,MMR,86343026585.1156,1616.2084977600105,76406297227.0824,6.454153119025184
109,0.621306,MNE,4048124144.75079,6515.507889430957,4845766267.80627,15.966045716603414
110,3.294335,MNG,13528524724.6473,4106.602614684693,12053017629.2894,4.260283183100687
111,31.178239,MOZ,17959222232.3238,576.017851178952,13741900071.9787,2.6001244008681828
112,4.498604,MRT,7252436596.82511,1612.1527026662295,8299760505.73822,3.3047363137542223
113,1.26574,MUS,11846495742.3929,9359.343737570829,11621169647.4182,11.783146617788804
114,19.377061,MWI,7537262760.22512,388.9786361422467,12000796592.52,2.7889988063721325
115,33.199993,MYS,344422938490.553,10374.187081622365,330553110503.152,7.01171834584423
116,2.489098,NAM,10342532537.5003,4155.132717755709,10537701894.2262,4.032665648359365
117,24.333639,NER,12645676156.6119,519.6787934846859,13156292048.4515,2.4356118704645864
118,208.327405,NGA,500232410862.672,2401.1839002298907,416429693674.608,3.0025334400915713
119,6.755895,NIC,12745084492.6969,1886.5131108012927,11760770110.1563,5.058352742308754
120,17.4415,NLD,807597591789.77,46303.21886246997,880056390964.983,19.6470601725769
121,5.379475,NOR,403552919293.169,75017.15674729765,376701761217.807,17.72992717690853
122,29.348627,NPL,29880062111.1893,1018.1076651793387,33830032732.9315,6.039798727211328
123,0.012315,NRU,90650121.4347125,7360.951801438287,177302587.478214,2.1193666260657733
124,5.0902,NZL,199618427796.858,39216.22486284586,208093295216.895,15.578405563632078
125,4.543399,OMN,80246616464.6549,17662.242841681946,70676627828.3485,2.756328466859283
126,227.196741,PAK,320278700685.871,1409.6976007497879,294966666773.043,4.174179153388472
127,4.294396,PAN,52520633092.8844,12230.039589475307,52265100000.0,8.363760584724837
128,33.304756,PER,191469666109.311,5749.018732018665,196348107241.981,8.25253306164441
129,112.190977,PHL,358510944430.631,3195.5416916516465,389165758371.92,5.222187342213804
130,0.017972,PLW,245547016.592446,13662.754094838972,256600000.0,9.153127086579122
131,9.74964,PNG,23936886990.1421,2455.155984235531,23577972803.4682,3.0335889325144314
132,37.89907,POL,559958349913.782,14774.989199307054,576680513885.683,18.37403925742769
133,984.213438,PRE,1429189947530.94,1452.113832580022,1270000795765.97,2.8259367253223786
134,3.281538,PRI,92193492135.2885,28094.598366768416,70508700000.0,21.705035870375415
135,10.297081,PRT,203905156212.017,19802.2290212165,225467491361.699,22.296726616018656
136,6.618695,PRY,40343536418.7875,6095.39137530699,34274587388.5542,6.162241952529917
137,4.803269,PSE,14037400000.0,2922.468010848445,18024400000.0,3.4323082883761042
138,2.566819,PSS,9084336513.09125,3539.1418378511494,9711281165.20501,4.633711999170958
139,2.760385,QAT,161416823761.21,58476.19942914122,141366857850.765,1.2558393122698464
140,19.26525,ROU,209968716122.827,10898.831633268554,247472072973.61,18.685892993862005
141,144.073139,RUS,1422617966849.71,9874.276195576678,1454357778439.47,15.306070342508468
142,13.146362,RWA,10807279943.5566,822.0738135429863,9947623076.1239,3.1021053581211286
143,35.997107,SAU,651027175187.614,18085.541573871866,717195466666.667,2.396634262858957
144,44.440486,SDN,81244322707.0479,1828.160085986636,25561386740.1828,3.337985547682804
145,16.43612,SEN,22859676610.5224,1390.8195249561577,23900827505.7072,3.1731089819251745
146,5.685807,SGP,335362889147.512,58982.46091496106,299065956367.326,13.154192535905635
147,0.691191,SLB,1437357546.29561,2079.537416279451,1572053315.314,3.462863376403917
148,8.23397,SLE,4976753933.906,604.4173022133917,3985252721.5383,3.1471574465294387
149,6.292731,SLV,23671706843.75,3761.7541324664917,23248020000.0,8.103778788573674
150,0.034007,SMR,1408416997.36628,41415.50261317611,1391503078.53238,19.698885523568677
151,16.537016,SOM,7018182533.58429,424.3923168233186,6844967094.26668,2.6158407296697295
152,6.899126,SRB,45203666159.9796,6552.085896094607,51732845129.0333,20.74464214742563
153,1151.203345,SSA,1811250010261.07,1573.3536721621235,1665961306566.69,3.0570778093074424
154,1151.301807,SSF,1812781503505.22,1574.5493427382592,1667154019460.93,3.0574696214300303
155,0.218641,STP,370633944.436221,1695.1712827704823,477536661.68245,3.7884019923070236
156,0.607065,SUR,4416576774.46583,7275.294695734114,2446062312.93336,7.114724123446418
157,5.458827,SVK,96139533846.4664,17611.756856640888,105402420036.534,16.824182191522098
158,2.102419,SVN,48205866431.4746,22928.762740193368,53346714724.9651,20.100988432848066
159,10.353442,SWE,537888988025.757,51952.673132834185,566101960738.874,20.03259399144748
160,1.180655,SWZ,4336136540.79741,3672.6533498756285,3590271045.45758,3.947723932901652
161,0.098462,SYC,1531237483.84046,15551.557797327498,1193727936.87736,7.638479819625846
162,20.772595,SYR,15096250725.9744,726.7387982086206,10617637274.1472,4.55117427552985
163,0.044276,TCA,802388490.184892,18122.425019985818,894683000.0,9.973800704670701
164,16.644701,TCD,10357639640.7284,622.2785041754969,9948225335.74479,2.032634890828018
165,8.44258,TGO,5187639195.4239,614.4613607953847,7591296131.24711,3.0581528395348343
166,71.475664,THA,431857370046.306,6042.019701227344,488207658410.479,13.850365909157555
167,9.543207,TJK,11425168167.0003,1197.2042696967906,9516009649.38626,3.2361867451895363
168,1.299995,TLS,2585667331.05522,1988.982519975246,2386754507.99882,5.372020661617929
169,0.105254,TON,488137409.112216,4637.708867237501,526124410.198693,6.18218785034298
170,1.518147,TTO,21857597913.9171,14397.550378136702,20003843325.1119,10.67439450856867
171,12.161723,TUN,45037824611.1901,3703.243743603608,41141125017.7784,8.578488426352088
172,84.135428,TUR,1015719678024.54,12072.437285569404,710897360514.225,8.182095418828796
173,0.011069,TUV,46535494.1224665,4204.128116583837,73714747.780607,5.998735206432379
174,61.704518,TZA,61522715270.8575,997.0536561173284,62347075302.0884,3.127678592352022
175,44.404611,UGA,40768765939.9636,918.1201010850788,33392751549.69,1.6648158453634467
176,44.132049,UKR,98118346734.0677,2223.2900795987903,160040174348.512,17.190058408572874
177,3.429086,URY,52115108173.4899,15197.958923599437,50655049788.7276,15.33813966753823
178,331.50108,USA,19377380521000.0,58453.44612753599,21472360000000.0,16.22340023748942
179,34.23205,UZB,108163900036.816,3159.7260472807206,59702701802.1801,4.8675291137983265
180,0.104632,VCT,815975935.995509,7798.531386148683,867488481.481481,10.674554629558834
181,96.648685,VNM,323972206194.572,3352.060156789221,331798335861.466,8.42740902268872
182,0.311685,VUT,817564741.897816,2623.048083474713,985206873.808286,3.713364454497329
183,0.214929,WSM,907782067.617315,4223.6369574013515,838372748.165172,5.014213996249924
184,1.790133,XKX,7144367590.23064,3990.97027440455,7903802849.00285,9.6892242084806
185,58.801927,ZAF,336715285679.696,5726.262775022594,331987598189.906,6.000534642342589
186,18.927715,ZMB,23418945736.8993,1237.283303182624,17601655545.9248,1.7298601548047399
187,15.669666,ZWE,19009139115.6883,1213.1170578676215,21031595049.0709,3.37626213602766
