,Year,NOC,Total,Event number,Medal share,GDP,GDP/capita,population (millions),GNI,number of 65+
25,1964,COL,0,163,0.0,37178472285.3856,2095.7715809016063,17.739754,5950087688.88889,3.03906694534772
26,1964,ESP,0,163,0.0,268635402109.332,8498.647374896198,31.609195,21214320908.7775,8.633532109881317
27,1964,FIN,4,163,0.82,60959376045.0995,13401.956636465678,4.548543,7737636595.23394,7.864958075585962
28,1964,FRA,15,163,3.07,662181550405.328,13587.671670052592,48.733997,94702729234.0369,12.035364142202413
29,1964,GHA,1,163,0.2,8799604415.24947,1151.7511350820673,7.640196,1714285714.28571,3.2886198207480537
30,1964,IND,1,163,0.2,165819092695.861,339.0572260753368,489.059309,56175789636.4896,3.5081843212598987
31,1964,ITA,27,163,5.52,606739888265.99,11741.379366873954,51.67535,63310021307.057,10.001137873280006
32,1964,JPN,28,163,5.73,862678526602.038,8902.495553306275,96.903,81163510670.2222,6.288638122658741
33,1964,KEN,1,163,0.2,7033249432.61442,777.3790855430877,9.047387,969023471.563065,2.6440230753918232
34,1964,MEX,1,163,0.2,187913110958.288,4546.225035025458,41.333878,19477944000.0,2.9159639944744598
35,1964,NOR,0,163,0.0,81598233089.8432,22087.37018715478,3.694339,7037565272.15812,11.782622006264178
36,1964,PAK,1,163,0.2,22077358881.9207,436.7206113174316,50.552592,5191095684.16632,3.4079775770943654
37,1964,PER,0,163,0.0,36127465418.6535,3157.3601689602033,11.442301,4177829472.38806,3.912709515332624
38,1964,SWE,8,163,1.64,153332968452.576,20013.821114724105,7.661354,21475069260.9792,12.464089245843489
39,1964,TTO,3,163,0.61,4844329118.14151,5303.628664079455,0.913399,711894067.549437,3.451613150441373
40,1964,USA,90,163,18.4,4144767611565.47,21599.8187054259,191.889,690700000000.0,9.518577406729932
41,1968,ARG,2,172,0.39,195305461613.156,8450.037064173013,23.112971,26044571826.7842,6.2953049177451055
42,1968,AUS,17,172,3.29,293125677113.996,24408.833134648678,12.009,32409004367.7903,8.491689566158714
43,1968,AUT,4,172,0.78,119625351794.0,16132.009520453576,7.415403,12325481697.6437,13.739806184505413
44,1968,BEL,2,172,0.39,153084383687.119,15915.195653899422,9.618756,21553812529.3565,13.151981399673721
45,1968,BRA,3,172,0.58,283706047644.754,3095.2256321719474,91.659246,33065704447.8652,3.061918052435212
46,1968,CMR,1,172,0.19,5467278214.18431,892.2973724157717,6.127193,885021202.13423,3.9071561806523802
47,1968,COL,0,172,0.0,44714319170.8658,2250.059751953028,19.872503,5860219211.80724,3.020178182889191
48,1968,ECU,0,172,0.0,15508295061.5815,2662.065255333427,5.825663,2555067797.29931,4.009929856910707
49,1968,ESP,0,172,0.0,340473762960.806,10282.13647674684,33.113134,31188508104.3807,9.32102953468554
50,1968,FIN,4,172,0.78,68686812988.0757,14846.487242879115,4.626469,8759663044.22547,8.600079239696624
51,1968,FRA,15,172,2.91,801246352672.883,15767.283336820676,50.81702,130424516856.954,12.67234875244554
52,1968,IND,1,172,0.19,179881621452.198,337.21571285342435,533.431909,52745455870.6667,3.5969096854309104
53,1968,ITA,16,172,3.1,758317996474.787,14244.525464087328,53.23575,88326648581.6843,10.659669489018189
