Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Euro area,EMU,GNI (current US$),NY.GNP.MKTP.CD,247102038252.049,271234134865.524,301648245282.268,338415068023.51,376421919724.337,412277980270.034,449512519813.294,488399660467.487,524133319589.586,584916282981.956,648760519272.309,735190440071.769,888602884316.986,1152950967638.28,1303808280313.61,1514665809820.97,1579653006022.28,1794826205640.28,2199428629888.62,2662733905793.42,2987496472164.37,2584714356474.67,2493586469353.5,2436833981713.69,2338271116656.82,2405551184488.57,3388672690732.66,4202812960349.61,4622481357080.37,4716168057706.09,5923861438196.33,6137691909743.39,6767903426077.62,6198698791695.21,6527377098110.84,7536746810633.25,7632501922477.38,6969782637475.54,7151842572290.16,7134379879137.49,6504998756350.43,6585636610654.85,7158973403466.81,8817404626237.12,10154627426085.9,10530311064259.1,11214876587732.3,12875585623605.2,14084726596366.6,12952649360823.3,12680345190405.3,13697124900522.2,12707214709550.5,13279639915407.6,13584561898497,11688573435519,12017416248674.3,12728147671508.2,13797584789370.7,13484867727790,13112506337770.6,14676257942796.6,,
Eritrea,ERI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.648376,467872714.755603,531888311.688312,585565625,685835952.616924,683315115.487715,749833860.823972,695019380.320389,706846472.727273,750010831.601751,723218652.834893,860583135.777027,1093759651.85857,1089003669.98744,1202459440.65041,1310746757.72358,1368434686.17886,1840533600,1569887473.17073,2041455160.97561,,,,,,,,,,,,
Spain,ESP,GNI (current US$),NY.GNP.MKTP.CD,12014292254.6682,13771365311.6801,16068290740.3023,18990535037.939,21214320908.7775,24646865294.9947,28478655146.859,31375464705.1608,31188508104.3807,35653004591.7683,40471022106.0138,46106900598.8024,58555487962.7233,78071719017.7042,96948485722.5267,113934171014.493,117234501367.819,130823347207.01,158522927517.361,212392352503.718,229755263402.181,199125227969.003,192294673633.197,167322796983.759,168552857586.421,178339212328.767,248144330521.564,314786221533.486,370872708184.545,410262872803.935,530515703558.603,570816810248.198,623343892410.206,520853333769.12,519422964849.087,609570971443.822,633528195192.434,583087704545.455,611311425548.502,629140626498.843,594084216555.295,619140631735.828,700728756159.217,900043963152.155,1059088286010.81,1137786490870.04,1237088785672.94,1437831552930.98,1586564225114.84,1462916148401.17,1401381945416.67,1454580711702.34,1314155086548.05,1346529739593.34,1366800133424.7,1195894016724.61,1236606698893.78,1313739000871.77,1423751671292.55,1396786257474.51,1280087734202.34,1434870975678.27,,
Estonia,EST,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5472116465.49341,5947902604.95927,6978783083.73363,9301313233.96567,11465094409.9379,13457655764.2084,16082181658.5121,20706693128.9351,23069137249.1578,19034731869.9639,18473734528.309,22028387855.0584,22063932819.8438,24507230930.4314,25876006876.5489,22387751107.0312,23537298481.751,26262150181.8824,29976050226.9019,30497172385.8823,31019305048.4048,36545965937.2087,,
Ethiopia,ETH,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7317850048.30918,7698885748.79227,8554364251.20773,8076785458.9372,9447700386.47343,9817322463.76812,10480006666.6667,10844346376.8116,11396246714.9758,12108119661.8358,13390412125.6039,10429217520.0714,8734430671.62956,6848460204.38158,7603562639.92836,8504359178.89306,8492265911.60901,7751811217.66928,7648343127.98732,8182263337.46518,8180069454.11753,7797207615.85915,8557581131.63568,10067656708.6258,12365354408.4331,15242461910.6314,19721806402.0923,27086850118.9961,32395738209.0412,29825574928.2445,31883271774.1935,43214529006.0852,47541429851.2713,55459432981.0435,64326834729.9906,74053937524.5784,81285191646.1807,83892033920.3775,95322999764.7411,107045139885.794,110714009273.047,,
European Union,EUU,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,729906819802.181,825181651457.157,996269779881.24,1289424005870.06,1456008199173.95,1699106345884.68,1777574435206.59,2011248633358.46,2451988835237.69,2961805894799.85,3318233160318.75,2879823943506.23,2766999044515.12,2696119295247.65,2598369001437.06,2675762410719.47,3755711628427.79,4658702025299.71,5115388765588.55,5218299040367.89,6514664324605.76,6743192130840.17,7404878163543.76,6762414166595.52,7152871223613.85,8295459203668.82,8438147448808.46,7731632729259.44,7954403213857.74,7931560143946.24,7274082984057.35,7372431342493.54,8031436325777.84,9875535530914.82,11389314796539.6,11900691400224.8,12727151885316,14690619969608.5,16200444670054.8,14751703969238.7,14572464998002.9,15793659268569.1,14687273365285.5,15360594634104.7,15705747408374,13538980912811,13903380428128.3,14785133001674.4,16049464430527.7,15735849290255,15383337196092.8,17265699183045.8,,
Fragile and conflict affected situations,FCS,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,413628827252.341,593788853874.188,556865991019.363,467679801700.736,422540733398.815,428207232792.567,403649920290.935,403077103264.885,442772369022.928,415030994026.588,612082806157.652,381646194797.766,333664949555.843,301175817530.362,285708744537.467,340563739108.457,339665417559.804,390379056161.433,384346626665.93,412658943715.164,483472367617.109,486522497271.41,486768029011.534,507376679414.355,644350933345.086,807222081421.304,1023471991180.16,1251835950523.43,1589493689903.52,1466925002526,1728193233185.27,1618635261918.99,1836518574754.27,1897225471401.18,2035113199651.28,1630000369276.11,1540339473499.54,1625742506431.96,1705524423909.43,1774791218320.1,1649086729213.26,1754250961902.24,,
Finland,FIN,GNI (current US$),NY.GNP.MKTP.CD,5222582942.67438,5916257432.85525,6328651342.31764,6865699615.43464,7737636595.23394,8552415610.60842,9165340432.22567,9311168538.71865,8759663044.22547,9993855559.68814,11468163929.7848,12643331912.4751,14863587611.127,19624936984.5962,25041844966.1257,29617515758.8492,31975894753.0389,33523302346.1709,36296527075.8123,44609664173.4086,53811538093.7201,52302364287.6826,52540300974.4665,50632769000.854,52562557380.2928,55593895817.3446,73353482289.4675,91283152982.5511,108878171997.157,117465355410.836,139004341471,124265700632.26,107990419431.909,85043139377.5372,99204525896.4144,130266884531.59,129148330313.228,125014316802.199,131456386292.835,133910547569.884,125234472746.667,129485638946.851,140829968379.608,170641200958.823,198868882866.796,205740184703.502,219064326741.176,257127719239.609,286195777419.531,256645544754.687,252651105183.334,276659458249.028,259497761579.297,272476696925.491,277614151896.47,236841059684.375,241867185380.545,255775633889.412,276815737098.039,269873959027.451,276425164719.067,302896245189.918,,
Fiji,FJI,GNI (current US$),NY.GNP.MKTP.CD,108046845.485455,112580279.561768,118121143.432817,122780506.233472,135877093.565042,140914242.538723,146829391.041772,157403953.748601,159166380.396198,173147301.006404,210478046.54362,235940605.63545,305501696.55841,420170989.675145,556355387.288977,668362939.530357,683145705.692325,710159145.410944,823925129.900803,1006409477.08508,1184718826.40587,1224783524.45589,1157872157.87216,1094758505.40806,1149794291.52041,1130700329.40361,1281909965.57507,1166797089.79822,1094706844.71789,1163321108.33951,1289553649.80755,1344198969.91054,1482368596.14105,1581852380.33467,1739635270.81484,1931095783.26104,2100762488.42015,2052711782.22622,1597543789.00745,1871649065.80016,1711500516.77159,1638539927.96275,1848095477.61672,2301455849.77318,2708366993.65263,3023832052.04021,2955406654.34381,3302755697.69608,3436092991.15266,2859170936.23766,3042553088.35027,3663272656.20638,3825356332.75602,4107971599.23975,4631819234.76776,4407184562.31775,4660905513.4544,4930307026.43423,5221546227.22741,5030971599.96778,4195973493.45034,4045990671.34044,,
France,FRA,GNI (current US$),NY.GNP.MKTP.CD,62588196442.4896,67823034024.6623,76152271791.83,85419528679.052,94702729234.0369,102253384558.78,110738073086.636,119728973065.967,130424516856.954,142381694448.156,149052793197.118,166781105718.006,204302990897.269,265235710076.606,286106110201.855,361759216766.101,373385686970.773,411210216635.464,508321220930.233,616651248843.663,706460726482.459,619460470730.235,586300029943.108,557554867028.144,527303159948.96,552408380785.516,774780755753.386,941591181927.316,1025574275960.8,1029131194735.76,1273598361643.18,1272602023020.58,1406931846344.49,1329198517489,1398516068052.93,1606455513208.04,1619352481087.32,1470552933243.43,1522697353791.42,1522931663205.02,1387213402712.16,1402495832979.14,1517047281243.53,1869026496404.31,2148978081185.33,2234564034091.83,2366964499002.35,2713440990838.05,2994136038927.34,2763004002090.23,2706418757800.01,2941328117344.36,2742349300400.39,2874860245102.75,2917864654134.5,2491864986670.7,2525276585700.01,2653805221561.18,2855661376338.82,2787416524619.6,2679986129252.93,3045182552511.58,,
Faroe Islands,FRO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,52148922.9365332,58084838.716028,59785370.8021504,58853346.6666667,62546640,76079986.6666667,88810426.1480508,107277127.653965,144177177.105536,178608357.244021,207304020.347066,242215885.957475,310534963.476465,354095161.797592,395916305.843312,438968526.354335,396862655.217296,395442349.563278,435757711.517375,412007770.80369,440432475.656555,644049832.859846,822329978.916767,,,,,,,,,,,1138998328.55778,1170493965.19595,1108077346.56258,1190897294.17984,1315122803.90642,1556855958.83237,1790572682.81284,1820607313.77879,2085070962.53447,2407810863.93446,2505325513.42657,2244175418.30663,2362031258.33467,2640955911.11442,2553422529.1325,2836992325.90852,3018904231.62583,2643558911.3988,2915949908.6412,3080207181.69289,3279605992.46191,3369313581.43161,3342305987.37408,3741597875.01392,,
Micronesia, Fed. Sts.,FSM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,111000000,,,,,,,,,,218000000,223300000,232663800,228791600,209127900,219545400,226023100,239347500,246016700,246760900,249179300,247072600,258632900,262084600,267150600,270372300,296756800,307507200,320855800,342609600,342707900,344654300,375852000,387000200,416554700,412197400,458300000,454400000,445128900,,
Gabon,GAB,GNI (current US$),NY.GNP.MKTP.CD,134793935.115343,159031435.606525,171340070.293069,181392411.865679,196883741.618845,206071196.79355,225497975.222055,246340524.326503,266596981.167207,295429413.448671,307160008.791019,357718214.361295,401940061.17872,665353060.075295,1417920156.45684,2004545686.78999,2830711868.02279,2657932404.24843,2162585095.29779,2668745824.97175,3856028560.92265,3534371862.31977,3304867120.07717,3096313731.66533,3337401884.83783,3096404812.91568,3157035409.42422,3038898140.0687,3556845179.39062,3951934799.23716,5336349261.09805,4849229139.73391,4864374340.27046,3745523609.11288,3692804810.00971,4293428472.57449,4930999941.35498,4610324869.35241,3968303449.53605,4094076970.71508,4299812167.70298,4393551481.66085,4854435521.76894,5797168602.58384,6576889964.31131,8624810908.65504,8966978264.46483,10624577834.7826,13406692825.1121,10736261661.3374,12484463860.0323,15711224400.8789,15456971600.9772,15890972051.6072,17256250321.3623,13188718851.3015,12934875312.3494,13985729747.5427,15754973532.1678,15511133835.7823,14503352837.7633,17052331402.4703,,
United Kingdom,GBR,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,141938344132.469,160225509856.413,183763416583.417,208566898579.128,225329413277.232,267193926991.15,257121486073.675,286748860980.29,364654107382.55,471671077933.079,601716539623.518,572403557073.955,543879271488.47,519172489010.156,489837152168.13,513180297741.273,633541370565.816,778287478346.135,947801618641.053,953740914594.241,1118418792613.64,1172215954144.62,1224107718497.72,1100555976304.74,1202134367921.64,1307091358687.08,1376651925117,1539466247544.2,1663920972176.22,1683415304966.83,1670577999697.38,1657436303440.33,1806371402877.7,2079972244897.96,2442724276821.68,2571041818181.82,2699126034958.6,3064437775110.04,2892722426470.59,2397292413148.47,2492429665850.71,2677578367416.49,2681210131121.15,2736879622207.81,3010427530738.94,2871047254146.38,2636540825081.9,2654505924434.68,2838922264241.22,2855883547433.12,2643852716859.46,3117696729240.22,,
Georgia,GEO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665594855.30547,2655565567.92367,2469381443.29897,2574192823.12548,3023800304.02432,3637920231.21387,3804243776.08289,2946950605.08768,3094875335.18846,3239488663.77231,3406128022.95396,4000784452.62618,5199165171.11853,6471623655.32079,7906494270.95035,10208882370.5477,12735776495.8412,10723236276.5639,12026105593.8955,14681541476.4305,16316003088.4757,16872451545.0283,17397203432.0666,14615250561.8473,14440358558.3302,15447499820.6814,16912337107.9108,16692817891.6005,15104331382.4485,17459909901.1853,,
Ghana,GHA,GNI (current US$),NY.GNP.MKTP.CD,1203081232.493,1282913165.26611,1368347338.93557,1515406162.46499,1714285714.28571,2026610644.2577,2106442577.03081,1709639953.54239,1615922325.90839,1914005085.05654,2170905357.74343,2372632926.42131,2085279606.80586,2447183098.59155,2875155279.50311,2787765957.44681,2744915254.23729,3178000000,3654101221.64049,4006125356.12536,4426348547.71784,4209534638.98054,4025490196.07843,4021119840.80424,4364497716.89498,4424969151.21483,5601277821.67307,4936761904.7619,5066668176.44611,5133900896.99299,5776765502.12656,6474875000,6307702517.16247,5853944530.04622,5333534518.82845,6332009174.31193,6791288685.01529,6757509277.34375,7329127595.15571,7555452363.09077,4836061112.13067,5206827725.81321,6036889828.36951,7467434240.88602,8683188882.71262,10613532479.0102,20312963391.979,24687276967.6174,28562049035.4462,25953825266.9039,31663124545.4545,38114303104.0379,39174956052.3864,61072600585.4446,51920119657.5295,47921089700.1023,53961581129.4695,57431697460.0621,64270236560.3123,65527306781.1554,70776628000.0715,75637343975.4803,,
Gibraltar,GIB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1837759443.09909,1917338040.74439,2253095970.28473,2262129430.14216,2517843175.06472,2849148918.07888,3143620746.4446,3195795760.56397,3309895555.80767,3613087968.11415,3780063577.03648,3672785043.89791,3468765493.65888,3382322535.08772,2922237265.46551,2742369252.58784,2917567837.24503,3200990212.20533,3366577581.80921,2657936711.99064,4179199242.74824,6218767655.83103,6872979193.75725,6548704567.46094,6776357857.33359,6651747173.61272,7516065253.97344,7971453845.06713,8494333615.46428,8650959121.19199,8446956121.39844,10274041360.4077,11448771521.7913,12782497680.9519,12861450265.8639,14217021446.2233,,
Gambia, The,GMB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,44212353.6988296,46695363.1558873,41160658.5705371,45168722.6995632,52296836.749388,54456487.8808527,57542397.4416629,73888510.3383459,94698638.1436671,114777433.628319,113261760.34506,139727431.312691,171230618.017932,204442702.8172,236981115.630447,215053160.486383,209616335.44442,199671492.458122,178388800.535699,250974678.343049,214199884.476534,250476591.654416,271923275.296643,267267458.726726,291575060.286838,670174119.155855,695658104.477444,736114620.819802,728459558.746791,770633068.95215,832133538.153758,779877139.663928,814984158.75074,785843994.348448,752681081.672871,656184060.890407,545288099.087249,464321035.383186,941271640.787077,1005256867.79538,1029031896.58551,1253851721.11573,1536174172.23915,1422147062.79744,1513386209.48165,1377827103.16854,1385746819.38205,1345938955.88137,1200490602.16136,1345126868.55094,1456755151.30555,1476610604.41246,1641471456.93411,1783608279.65044,1785258593.40565,1987167103.04481,,
Guinea-Bissau,GNB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,78733594.8411852,78540057.1372471,87702828.5651641,89374237.2881356,98775328.9473684,111436935.518784,105009338.468559,109182779.311996,116034149.855908,116837925.485408,104759376.250358,153079242.424242,163123305.961525,163161848.377432,138395950.116153,159531246.877493,129407982.855092,165536369.464325,154458085.323556,200843049.868945,233321979.009523,240150370.516449,212813451.248458,221580826.556256,221530086.124576,235946465.083508,251819733.576507,253850808.6941,192357495.646254,210146642.89748,358663940.704695,376717458.288031,409024939.98961,466427336.973747,521762133.584153,575592778.227905,586774105.442,693393880.539544,854545468.834081,819881779.757062,846239040.546748,1106262187.94072,994656463.155973,1026052961.77604,1092300692.46571,1073811497.97949,1208741919.75236,1352932628.34994,1453500084.16652,1470018484.03597,1456255016.62653,1640828020.38788,,
Equatorial Guinea,GNQ,GNI (current US$),NY.GNP.MKTP.CD,,,9122751.45318345,10840095.1283649,12712471.3960211,64748333.3333333,69110000,72317446.9327193,67514285.7142857,67225714.2857143,66861428.5714286,65370165.1096172,65254936.1298253,81407483.6937865,94523896.1984503,104698033.340882,104052135.180784,104386403.72818,,,48799934.0142818,30146793.5871743,34544821.1359913,40537010.0397406,47262783.9636726,57918187.5649675,70825308.4917121,88040829.6360576,93504454.6181578,81007248.0872755,119604661.344397,121228259.571106,149786399.50312,148550061.342847,92353432.526778,118007515.600571,187443210.314329,387373514.86989,290375972.74896,520234190.694773,675806916.325726,587616433.65253,821380430.543874,924205363.796268,1481460300.58029,4173013694.85662,7939532609.24236,10450746473.5717,14636832123.2464,9938850407.13803,9578455127.71671,13819220310.4688,14844233177.0267,15003862699.2207,14796387634.7752,9945017664.06179,8709938548.16762,8983530336.68081,10026979628.101,8329917010.94535,7454529367.8095,9147762170.96727,,
Greece,GRC,GNI (current US$),NY.GNP.MKTP.CD,4397175254.27997,5039684341.08498,5293495375.60547,5993745683.35976,6794075397.81524,7809057158.40803,8710950813.67007,9411190898.92478,10261378015.4884,11788957930.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268470249515.23,310686621838.71,345308085597.682,323954053840.086,290552217824.167,275151260812.938,244054444999.141,238898896581.592,236986597189.975,195524237566.206,192207306613.596,198842523409.192,209711639142.139,203411239873.906,188005623449.784,213935202717.516,,
Grenada,GRD,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,70198198.8888889,86840904.8148148,100577695.555556,108715271.851852,110763030,120139293.703704,127285033.703704,140644421.851852,162487714.444444,182037670.740741,208368828.888889,230083449.62963,257794308.888889,266224688.888889,293872703.703704,304823407.407407,301338111.111111,316297000,328728074.074074,351511444.444444,375246148.148148,422659148.148148,455709370.37037,486296222.222222,478999740.740741,492740296.296296,540525814.814815,533925222.222222,667273407.407407,669815814.814815,717591481.481481,783264333.333333,708231333.333333,731135629.62963,746883222.222222,765599962.962963,816932777.777778,828700000,880071222.222222,964617074.074074,1004051111.11111,1051975851.85185,1097604000,970910296.296296,1056830444.44444,,
Greenland,GRL,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,62671693.3333333,79845933.9948231,95649274.0275999,126347367.551037,153180429.539451,190389794.817354,217061422.663358,254463352.878465,320920991.549704,379205474.24444,428502989.762061,395457225.482214,375402045.029043,379332968.835429,351563254.349883,384564569.098939,553578049.684835,728915398.447436,831761123.078066,868238899.072529,946256019.131952,946142421.636833,963370388.164543,865528462.807878,950853693.047826,1159860059.9743,1163019297.42873,1041865394.80657,1120015520.53486,1102892692.29667,1043287847.48426,1057096169.55832,1138485312.93146,1389711128.31489,1599873145.16533,1662192132.60184,1657458868.63523,2042180079.72519,,,,,,,,,,,,,,,,
Guatemala,GTM,GNI (current US$),NY.GNP.MKTP.CD,1033200000,1064300000,1131700000,1248599900,1282100000,1319699900,1374500000,1434100000,1579100000,1679699900,1865800000,1942900000,2055700000,2523300100,3113499900,3579900000,4321300200,5454200200,6053100200,6905300200,7834600000,8521800300,8603399700,8937300400,9263400100,9551552086.95652,7017563515.98174,6905099840,7665302824.42748,8231324360.79545,7454425217.35254,9303297739.06819,10299842165.3193,11281542445.9666,12853235568.2292,14496304426.3931,15444935612.0305,17551326219.9647,19211791989.8661,18113912244.594,19079227161.4798,18320773165.7038,20125833974.7114,21258490637.0814,23167186220.3486,26298543667.064,29063968116.1708,32725168323.9284,37869860449.7355,36396647507.8416,39642735659.8575,45572811583.2199,48568960273.6928,51760538476.2244,56335293254.1838,60699783495.3232,64628417702.8645,70153026034.6494,71825822521.0129,75766365559.2657,76218199360.2445,84076413852.3997,,
Guam,GUM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GNI (current US$),NY.GNP.MKTP.CD,156274047.716269,173073849.384588,174007583.270139,159715744.035466,178032258.064516,198529411.764706,209470588.235294,231352941.176471,208750000,228800000,246550000,264050000,274809523.809524,291952380.952381,411545454.545455,481041666.666667,430120000,423000000,481240000,499599960,561200040,507857142.857143,420333300,419666700,364473657.894737,384883744.186047,416744186.046512,262448979.591837,319100010,256286757.352941,289265807.594937,213533094.812165,263261390.88729,362611367.127496,457932056.399132,535690166.197183,653276371.794872,675683469.217211,661358372.697135,626125003.651726,668697606.753275,660857203.257727,671139695.277057,700124768.991682,755942664.800877,804427767.354597,2310819520.42152,2719807440.89229,3010395401.43974,3148777420.44619,3445692952.81085,3682055317.31347,4087056241.4152,4196342417.65347,4154314709.38129,4304537269.24939,4478082234.86683,4736697060.04843,4759901432.5762,5127130583.69305,5363089688.72902,7654530394.72422,,
High income,HIC,GNI (current US$),NY.GNP.MKTP.CD,1052561597817.59,1116639624493.27,1212069805478.32,1307072622282.66,1426537045652.43,1552243869646.17,1704316644292.21,1832672423680.37,2007855467967.07,2210509745447.08,2406045285198.82,2666069008489.62,3097045305526.89,3749716759271.97,4227011776607.9,4716070899788.32,5128215990679.98,5801938176025.21,6952761516521.47,8017969492936.74,8951032623088.42,9089164842778.56,9032083662382.19,9305641523766.5,9731818982413.16,10204373328454.1,12365357940927.5,14375890365336.4,16261175114959.1,16940549767625.2,18943265650549.9,20046921615028.1,21562822166696.2,21729415599953.1,23415491894955,25952202355498.1,26209692557448,25824963415030.9,25993316015450.8,27302280651817.2,27962239298714.6,27693327206119.4,28780102911434.2,32203228143008.4,35898480726621.4,38018789131684.2,40278797859511.5,43810241535193,46419067461209.1,43611802835438.6,45951689125789.8,49726665005025.9,49927284578322.7,50477630597131.1,51697823354078.8,48745628541874.1,49673380389828.1,52045165078295.1,55286622746729.9,55775346330202.1,54373272345723.9,60295623282803.8,,
Hong Kong SAR, China,HKG,GNI (current US$),NY.GNP.MKTP.CD,1326777144.66016,1524701937.71113,1722157114.22102,1973143732.13557,2264982980.06607,2428621308.90052,2482523038.30128,2684993527.6207,2708090220.37436,3179237330.9702,3786784679.15714,4456709506.95365,5675541390.435,7983289866.89984,9335996243.73956,9984802642.24347,12796851757.4621,15612611904.7619,18209962123.9618,22370320506.9263,28495407990.1931,30549442899.8265,31711889388.6226,29272835365.8537,32808006472.2435,34868690493.9159,40054977842.7076,49304080863.778,58291312554.4453,67162527750.3558,74783560515.0325,86024298255.0957,100681468555.409,121026294017.271,136103203767.921,145921300964.348,158337276805.917,177209284302.709,172187132841.852,169139284563.326,173047284115.412,173308073036.877,167425021477.388,165523064673.55,172692218798.151,182529798259.036,198108087231.906,218366831594.329,232187034468.588,220465827291.726,233476805848.736,255300102774.923,266426950647.207,280921093347.086,297469983621.568,315108232926.546,328921969004.032,356100574860.134,378930152452.638,381393330695.9,365053240860.104,395544949313.024,,
Honduras,HND,GNI (current US$),NY.GNP.MKTP.CD,344150000,355200000,383450000,404200000,450000000,495550000,534450000,576900000,623700000,649400050,700400000,706500000,775499950,879499950,1021000000,1095000000,1289999950,1600499950,3003742093.2,3415281976.3,3805160046,3884394878.6,4052003525.6,4307697184.85,4728811846.5,5086120712.5,5467828959,5953021241.5,5658081898.28326,5177172487.93104,4646744960.11673,4366726672.56005,4605571327.23404,4696798453.06242,4423089120.92094,5083390990.61522,4955806773.64865,5523266950.57034,6156252525.84934,6251771679.44251,6963923291.51112,7392762069.67849,7559818946.16447,7863760265.09149,8414125438.63984,9300037701.18361,10385044879.1227,11961254505.1363,13474613569.7585,14298648856.0526,15110478377.9922,16768754195.9391,17247018285.1166,17196007625.1118,18168783830.1441,19549500574.1574,20197398730.0197,21721170344.5721,22173281679.4755,23102311442.9688,22170450616.1037,26171826270.8865,,
Heavily indebted poor countries (HIPC),HPC,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,24287398552.9141,26207525490.0324,28125502800.1108,29809727214.6002,32320113798.907,38572037456.8192,46429633271.793,53938150172.148,58268442789.7729,67173115314.5179,76678060605.0202,88120411109.3719,96429641477.0242,95609525917.121,93792513629.6114,91926789013.2141,96381328307.589,96577782965.3283,111902906495.793,124533074688.069,129489045778.859,131177024946.666,151702743423.097,161479715806.772,123440432608.645,126059675168.482,110804816138.376,129332785746.814,135884057633.267,142227616094.132,151121628089.178,152129837377.976,165518939144.496,159967546118.849,172567793240.05,195769990026.858,225694615367.422,261256865145.823,310094255898.836,371848968182.365,444316714319.819,452482908272.873,494584895675.807,554525449740.458,578136800823.561,640421561898.452,697161148941.65,677451657248.602,712826455325.286,785652421240.674,749403155715.379,775620651613.745,781946470705.12,863387088445.515,,
Croatia,HRV,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22590926640.1201,23901531912.7086,23985441471.3736,25543809035.7616,23128541488.531,21404519811.8385,22777720911.6646,26627008286.1754,33857715497.4499,41288762171.7148,44741231201.204,49609394964.4339,59249336654.8859,68647810309.2387,60983186974.5198,58634210571.8069,61367703599.6353,55451216845.3489,57901954260.4136,57560752792.8813,50518064215.4734,51492054327.196,56198756935.4214,62062560777.968,62379408636.1875,58907236855.0087,69560020723.1946,,
Haiti,HTI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1369500000,1466340000,1460180000,1609400011.48,1798140000,1989600358.98,2302663017.6,2026299377.6,2586801863.2,2710665629.6,3078089800,3455540601.82161,2245221666.0123,1867648742.67133,2165761716.47156,2821007618.87658,2920418154.27959,3349905722.55264,3732012064.85822,4158183323.63684,6804388213.88892,6322491197.73722,6044464618.19108,4812549200.83254,6024623815.29576,7149028252.61646,7524724174.03724,9524967737.79539,10490771453.4346,11609810894.1191,11881597691.3688,13046551847.7244,13763469544.1361,14934000885.7909,15188360079.1506,14873787396.6938,14035590263.8597,15094067852.9533,16505312917.1418,14835495479.3161,14536821917.3148,20967472007.4231,,
Hungary,HUN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39175128483.1978,41973316213.4935,44428126740.5206,44550212281.0385,44414561307.6131,45684768637.5621,45891063641.0175,44475804736.8481,50630432392.3382,63764742792.0142,80511625377.2179,97759238415.7896,106110791276.79,108557692856.124,129559337522.287,147909075010.473,125364104383.822,125954223289.104,135068573275.969,123360599722.351,131737629361.407,134668476150.214,119182529780.817,125141112045.183,137321995627.354,154275607394.203,159661704396.89,153455417266.42,176130277181.398,,
IBRD only,IBD,GNI (current US$),NY.GNP.MKTP.CD,331725658151.919,325245555182.731,328004857850.319,346266829738.633,401939200672.61,441991757720.737,444775464103.014,454952362318.517,480709488878.595,538437783407.347,584155196382.558,640144066580.408,719670049112.878,927140380568.646,1162872178623.91,1253485132861.98,1357753326308.28,1536781774711.11,1651020647190.22,1963076114384.02,2296655014717.49,2474324898294.46,2435295595469.01,2405975029223.35,2456541843247.67,2548017641817.98,2631998616965.76,2677497460513.38,2903523421156.6,3036540657888.23,3464585176391.12,3359283712759.57,3539861214292.03,3816388855191.01,4222096094180,4806133625574.27,5248590485936.55,5563226406125.54,5397444478749.55,5243043379052.94,5702766733767.32,5785456850059.1,5891683703713.67,6615232549795.93,7878282966368.82,9399123710739.14,11186115948369.6,13937027632935.1,16749443071615.6,16230517368364.2,19686232704969.9,23265510424353.7,24795866333371.2,26121214084916.7,27142072813030.9,25426473480891.7,25595042132564.6,28313094942125.2,30052618573339.2,30722703727079.6,29544572535626.1,34811407180653.4,,
