,NOC,Year,Event,Bronze,Gold,Silver,Total
469,AUS,2004,Swimming Women's 200 metres Butterfly,0.0,0.0,1.0,1.0
470,AUS,2004,Swimming Women's 4 x 100 metres Freestyle Relay,0.0,1.0,0.0,1.0
471,AUS,2004,Swimming Women's 4 x 100 metres Medley Relay,0.0,1.0,0.0,1.0
472,AUS,2004,Swimming Women's 50 metres Freestyle,1.0,0.0,0.0,1.0
473,AUS,2004,Tennis Women's Singles,1.0,0.0,0.0,1.0
474,AUS,2004,Triathlon Women's Olympic Distance,0.0,0.0,1.0,1.0
475,AUS,2008,Athletics Men's 20 kilometres Walk,1.0,0.0,0.0,1.0
476,AUS,2008,Athletics Men's 50 kilometres Walk,0.0,0.0,1.0,1.0
477,AUS,2008,Athletics Men's Pole Vault,0.0,1.0,0.0,1.0
478,AUS,2008,Athletics Women's 100 metres Hurdles,0.0,0.0,1.0,1.0
479,AUS,2008,Basketball Women's Basketball,0.0,0.0,1.0,1.0
480,AUS,2008,"Canoeing Men's Canadian Singles, Slalom",1.0,0.0,0.0,1.0
481,AUS,2008,"Canoeing Men's Kayak Singles, 1,000 metres",1.0,0.0,0.0,1.0
482,AUS,2008,"Canoeing Men's Kayak Singles, 500 metres",0.0,1.0,0.0,1.0
483,AUS,2008,"Canoeing Women's Kayak Fours, 500 metres",1.0,0.0,0.0,1.0
484,AUS,2008,"Canoeing Women's Kayak Singles, Slalom",0.0,0.0,1.0,1.0
485,AUS,2008,Cycling Women's Sprint,0.0,0.0,1.0,1.0
486,AUS,2008,Diving Men's Platform,0.0,1.0,0.0,1.0
487,AUS,2008,Diving Women's Synchronized Platform,0.0,0.0,1.0,1.0
488,AUS,2008,"Equestrianism Mixed Three-Day Event, Team",0.0,0.0,1.0,1.0
489,AUS,2008,Hockey Men's Hockey,1.0,0.0,0.0,1.0
490,AUS,2008,Rowing Men's Coxless Fours,0.0,0.0,1.0,1.0
491,AUS,2008,Rowing Men's Coxless Pairs,0.0,1.0,0.0,1.0
492,AUS,2008,Rowing Men's Double Sculls,0.0,1.0,0.0,1.0
493,AUS,2008,Sailing Men's Two Person Dinghy,0.0,1.0,0.0,1.0
494,AUS,2008,Sailing Mixed Multihull,0.0,0.0,1.0,1.0
495,AUS,2008,Sailing Women's Two Person Dinghy,0.0,1.0,0.0,1.0
496,AUS,2008,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1.0,0.0,0.0,1.0
497,AUS,2008,Softball Women's Softball,1.0,0.0,0.0,1.0
498,AUS,2008,"Swimming Men's 1,500 metres Freestyle",0.0,0.0,1.0,1.0
499,AUS,2008,Swimming Men's 100 metres Backstroke,1.0,0.0,0.0,1.0
500,AUS,2008,Swimming Men's 100 metres Butterfly,1.0,0.0,0.0,1.0
501,AUS,2008,Swimming Men's 100 metres Freestyle,0.0,0.0,1.0,1.0
502,AUS,2008,Swimming Men's 200 metres Breaststroke,0.0,0.0,1.0,1.0
503,AUS,2008,Swimming Men's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
504,AUS,2008,Swimming Men's 4 x 100 metres Medley Relay,0.0,0.0,1.0,1.0
505,AUS,2008,Swimming Men's 4 x 200 metres Freestyle Relay,1.0,0.0,0.0,1.0
506,AUS,2008,Swimming Women's 100 metres Breaststroke,0.0,1.0,0.0,1.0
507,AUS,2008,Swimming Women's 100 metres Butterfly,1.0,1.0,0.0,2.0
508,AUS,2008,Swimming Women's 100 metres Freestyle,0.0,0.0,1.0,1.0
509,AUS,2008,Swimming Women's 200 metres Breaststroke,0.0,0.0,1.0,1.0
510,AUS,2008,Swimming Women's 200 metres Butterfly,1.0,0.0,0.0,1.0
511,AUS,2008,Swimming Women's 200 metres Individual Medley,0.0,1.0,0.0,1.0
512,AUS,2008,Swimming Women's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
513,AUS,2008,Swimming Women's 4 x 100 metres Medley Relay,0.0,1.0,0.0,1.0
514,AUS,2008,Swimming Women's 4 x 200 metres Freestyle Relay,0.0,1.0,0.0,1.0
515,AUS,2008,Swimming Women's 400 metres Individual Medley,0.0,1.0,0.0,1.0
516,AUS,2008,Swimming Women's 50 metres Freestyle,1.0,0.0,0.0,1.0
517,AUS,2008,Triathlon Women's Olympic Distance,1.0,1.0,0.0,2.0
518,AUS,2008,Water Polo Women's Water Polo,1.0,0.0,0.0,1.0
519,AUS,2012,Athletics Men's 50 kilometres Walk,0.0,0.0,1.0,1.0
520,AUS,2012,Athletics Men's Long Jump,0.0,0.0,1.0,1.0
521,AUS,2012,Athletics Women's 100 metres Hurdles,0.0,1.0,0.0,1.0
522,AUS,2012,Basketball Women's Basketball,1.0,0.0,0.0,1.0
523,AUS,2012,"Canoeing Men's Kayak Fours, 1,000 metres",0.0,1.0,0.0,1.0
524,AUS,2012,"Canoeing Women's Kayak Singles, Slalom",0.0,0.0,1.0,1.0
525,AUS,2012,Cycling Men's BMX,0.0,0.0,1.0,1.0
526,AUS,2012,Cycling Men's Sprint,1.0,0.0,0.0,1.0
527,AUS,2012,"Cycling Men's Team Pursuit, 4,000 metres",0.0,0.0,1.0,1.0
528,AUS,2012,Cycling Women's Omnium,1.0,0.0,0.0,1.0
529,AUS,2012,Cycling Women's Sprint,0.0,1.0,0.0,1.0
530,AUS,2012,Cycling Women's Team Sprint,1.0,0.0,0.0,1.0
531,AUS,2012,Diving Women's Platform,0.0,0.0,1.0,1.0
532,AUS,2012,Hockey Men's Hockey,1.0,0.0,0.0,1.0
533,AUS,2012,Rowing Men's Coxless Fours,0.0,0.0,1.0,1.0
534,AUS,2012,Rowing Men's Quadruple Sculls,1.0,0.0,0.0,1.0
535,AUS,2012,Rowing Women's Coxless Pairs,0.0,0.0,1.0,1.0
536,AUS,2012,Rowing Women's Double Sculls,0.0,0.0,1.0,1.0
537,AUS,2012,Rowing Women's Single Sculls,1.0,0.0,0.0,1.0
538,AUS,2012,Sailing Men's One Person Dinghy,0.0,1.0,0.0,1.0
539,AUS,2012,Sailing Men's Skiff,0.0,1.0,0.0,1.0
540,AUS,2012,Sailing Men's Two Person Dinghy,0.0,1.0,0.0,1.0
541,AUS,2012,Sailing Women's Three Person Keelboat,0.0,0.0,1.0,1.0
542,AUS,2012,Swimming Men's 100 metres Breaststroke,0.0,0.0,1.0,1.0
543,AUS,2012,Swimming Men's 100 metres Freestyle,0.0,0.0,1.0,1.0
544,AUS,2012,Swimming Men's 4 x 100 metres Medley Relay,1.0,0.0,0.0,1.0
545,AUS,2012,Swimming Women's 100 metres Backstroke,0.0,0.0,1.0,1.0
546,AUS,2012,Swimming Women's 100 metres Butterfly,1.0,0.0,0.0,1.0
547,AUS,2012,Swimming Women's 200 metres Freestyle,1.0,0.0,0.0,1.0
548,AUS,2012,Swimming Women's 200 metres Individual Medley,0.0,0.0,1.0,1.0
549,AUS,2012,Swimming Women's 4 x 100 metres Freestyle Relay,0.0,1.0,0.0,1.0
550,AUS,2012,Swimming Women's 4 x 100 metres Medley Relay,0.0,0.0,1.0,1.0
551,AUS,2012,Swimming Women's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
552,AUS,2012,Triathlon Women's Olympic Distance,1.0,0.0,0.0,1.0
553,AUS,2012,Water Polo Women's Water Polo,1.0,0.0,0.0,1.0
554,AUS,2016,Archery Men's Team,1.0,0.0,0.0,1.0
555,AUS,2016,Athletics Men's 20 kilometres Walk,1.0,0.0,0.0,1.0
556,AUS,2016,Athletics Men's 50 kilometres Walk,0.0,0.0,1.0,1.0
557,AUS,2016,"Canoeing Men's Kayak Doubles, 1,000 metres",1.0,0.0,0.0,1.0
558,AUS,2016,"Canoeing Women's Kayak Singles, Slalom",1.0,0.0,0.0,1.0
559,AUS,2016,"Cycling Men's Team Pursuit, 4,000 metres",0.0,0.0,1.0,1.0
560,AUS,2016,Cycling Women's Keirin,1.0,0.0,0.0,1.0
561,AUS,2016,Diving Women's Synchronized Springboard,1.0,0.0,0.0,1.0
562,AUS,2016,"Equestrianism Mixed Three-Day Event, Team",1.0,0.0,0.0,1.0
563,AUS,2016,Modern Pentathlon Women's Individual,0.0,1.0,0.0,1.0
564,AUS,2016,Rowing Men's Coxless Fours,0.0,0.0,1.0,1.0
565,AUS,2016,Rowing Men's Quadruple Sculls,0.0,0.0,1.0,1.0
566,AUS,2016,Rowing Women's Single Sculls,0.0,1.0,0.0,1.0
567,AUS,2016,Rugby Sevens Women's Rugby Sevens,0.0,1.0,0.0,1.0
568,AUS,2016,Sailing Men's One Person Dinghy,0.0,1.0,0.0,1.0
569,AUS,2016,Sailing Men's Skiff,0.0,0.0,1.0,1.0
570,AUS,2016,Sailing Men's Two Person Dinghy,0.0,0.0,1.0,1.0
571,AUS,2016,Sailing Mixed Multihull,0.0,0.0,1.0,1.0
572,AUS,2016,Shooting Women's Trap,0.0,1.0,0.0,1.0
573,AUS,2016,Swimming Men's 100 metres Freestyle,0.0,1.0,0.0,1.0
574,AUS,2016,Swimming Men's 200 metres Backstroke,0.0,0.0,1.0,1.0
575,AUS,2016,Swimming Men's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
576,AUS,2016,Swimming Men's 4 x 100 metres Medley Relay,1.0,0.0,0.0,1.0
577,AUS,2016,Swimming Men's 400 metres Freestyle,0.0,1.0,0.0,1.0
578,AUS,2016,Swimming Women's 200 metres Butterfly,0.0,0.0,1.0,1.0
579,AUS,2016,Swimming Women's 200 metres Freestyle,1.0,0.0,0.0,1.0
580,AUS,2016,Swimming Women's 4 x 100 metres Freestyle Relay,0.0,1.0,0.0,1.0
581,AUS,2016,Swimming Women's 4 x 100 metres Medley Relay,0.0,0.0,1.0,1.0
582,AUS,2016,Swimming Women's 4 x 200 metres Freestyle Relay,0.0,0.0,1.0,1.0
583,AUT,1896,"Cycling Men's 10,000 metres",1.0,0.0,0.0,1.0
584,AUT,1896,Cycling Men's 12-Hours Race,0.0,1.0,0.0,1.0
585,AUT,1896,Cycling Men's 333 metres Time Trial,1.0,0.0,0.0,1.0
586,AUT,1896,Swimming Men's 100 metres Freestyle,0.0,0.0,1.0,1.0
587,AUT,1896,Swimming Men's 500 metres Freestyle,0.0,1.0,0.0,1.0
588,AUT,1900,"Fencing Men's Sabre, Individual",1.0,0.0,0.0,1.0
589,AUT,1900,"Fencing Men's Sabre, Masters, Individual",1.0,0.0,0.0,1.0
590,AUT,1900,"Swimming Men's 1,000 metres Freestyle",0.0,0.0,1.0,1.0
591,AUT,1900,Swimming Men's 200 metres Backstroke,0.0,0.0,1.0,1.0
592,AUT,1900,Swimming Men's 200 metres Freestyle,1.0,0.0,0.0,1.0
593,AUT,1900,Swimming Men's 200 metres Obstacle Course,0.0,0.0,1.0,1.0
594,AUT,1904,Gymnastics Men's Individual All-Around,0.0,1.0,0.0,1.0
595,AUT,1904,"Gymnastics Men's Individual All-Around, Apparatus Work",0.0,0.0,1.0,1.0
596,AUT,1904,Swimming Men's 440 yard Freestyle,1.0,0.0,0.0,1.0
597,AUT,1906,Diving Men's Platform,1.0,0.0,0.0,1.0
598,AUT,1906,Swimming Men's 400 metres Freestyle,0.0,1.0,0.0,1.0
599,AUT,1906,Swimming Men's One Mile Freestyle,1.0,0.0,0.0,1.0
600,AUT,1906,"Weightlifting Men's Unlimited, One Hand",0.0,1.0,0.0,1.0
601,AUT,1906,"Weightlifting Men's Unlimited, Two Hands",0.0,0.0,1.0,1.0
602,AUT,1906,"Wrestling Men's All-Around, Greco-Roman",1.0,0.0,0.0,1.0
603,AUT,1906,"Wrestling Men's Heavyweight, Greco-Roman",0.0,0.0,1.0,1.0
604,AUT,1906,"Wrestling Men's Lightweight, Greco-Roman",0.0,1.0,0.0,1.0
605,AUT,1906,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,1.0,1.0
606,AUT,1908,Swimming Men's 400 metres Freestyle,1.0,0.0,0.0,1.0
607,AUT,1912,"Fencing Men's Foil, Individual",1.0,0.0,0.0,1.0
608,AUT,1912,"Fencing Men's Sabre, Team",0.0,0.0,1.0,1.0
609,AUT,1912,Swimming Women's 4 x 100 metres Freestyle Relay,1.0,0.0,0.0,1.0
610,AUT,1912,Tennis Men's Doubles,0.0,0.0,1.0,1.0
611,AUT,1924,Weightlifting Men's Featherweight,0.0,0.0,1.0,1.0
612,AUT,1924,Weightlifting Men's Heavyweight,0.0,0.0,1.0,1.0
613,AUT,1924,Weightlifting Men's Light-Heavyweight,1.0,0.0,0.0,1.0
614,AUT,1924,Weightlifting Men's Lightweight,0.0,0.0,1.0,1.0
615,AUT,1928,"Art Competitions Mixed Sculpturing, Medals And Reliefs",0.0,1.0,0.0,1.0
616,AUT,1928,Rowing Men's Double Sculls,1.0,0.0,0.0,1.0
617,AUT,1928,Weightlifting Men's Featherweight,0.0,1.0,0.0,1.0
618,AUT,1928,Weightlifting Men's Lightweight,0.0,1.0,0.0,1.0
619,AUT,1932,"Fencing Women's Foil, Individual",0.0,1.0,0.0,1.0
620,AUT,1932,Weightlifting Men's Lightweight,0.0,0.0,1.0,1.0
621,AUT,1932,Weightlifting Men's Middleweight,1.0,0.0,0.0,1.0
622,AUT,1932,"Wrestling Men's Heavyweight, Freestyle",1.0,0.0,0.0,1.0
623,AUT,1932,"Wrestling Men's Heavyweight, Greco-Roman",1.0,0.0,0.0,1.0
624,AUT,1936,"Art Competitions Mixed Architecture, Architectural Designs",1.0,1.0,0.0,2.0
625,AUT,1936,"Art Competitions Mixed Literature, Lyric Works",1.0,0.0,0.0,1.0
626,AUT,1936,"Art Competitions Mixed Painting, Paintings",0.0,0.0,1.0,1.0
627,AUT,1936,"Canoeing Men's Canadian Doubles, 1,000 metres",0.0,0.0,1.0,1.0
628,AUT,1936,"Canoeing Men's Canadian Doubles, 10,000 metres",1.0,0.0,0.0,1.0
629,AUT,1936,"Canoeing Men's Folding Kayak Singles, 10 kilometres",0.0,1.0,0.0,1.0
630,AUT,1936,"Canoeing Men's Kayak Doubles, 1,000 metres",0.0,1.0,0.0,1.0
631,AUT,1936,"Canoeing Men's Kayak Doubles, 10,000 metres",0.0,0.0,1.0,1.0
632,AUT,1936,"Canoeing Men's Kayak Singles, 1,000 metres",0.0,1.0,0.0,1.0
633,AUT,1936,"Canoeing Men's Kayak Singles, 10,000 metres",0.0,0.0,1.0,1.0
634,AUT,1936,"Equestrianism Men's Dressage, Individual",1.0,0.0,0.0,1.0
635,AUT,1936,"Fencing Women's Foil, Individual",1.0,0.0,0.0,1.0
636,AUT,1936,Football Men's Football,0.0,0.0,1.0,1.0
637,AUT,1936,Handball Men's Handball,0.0,0.0,1.0,1.0
638,AUT,1936,Rowing Men's Single Sculls,0.0,0.0,1.0,1.0
639,AUT,1936,Weightlifting Men's Lightweight,0.0,1.0,0.0,1.0
640,AUT,1948,"Art Competitions Mixed Architecture, Architectural Designs",0.0,1.0,1.0,2.0
641,AUT,1948,"Art Competitions Mixed Sculpturing, Medals And Plaques",1.0,0.0,1.0,2.0
642,AUT,1948,Athletics Women's Javelin Throw,0.0,1.0,0.0,1.0
643,AUT,1948,Athletics Women's Shot Put,1.0,0.0,0.0,1.0
644,AUT,1948,"Canoeing Women's Kayak Singles, 500 metres",1.0,0.0,0.0,1.0
645,AUT,1948,"Fencing Women's Foil, Individual",1.0,0.0,0.0,1.0
646,AUT,1952,"Canoeing Men's Kayak Doubles, 1,000 metres",1.0,0.0,0.0,1.0
647,AUT,1952,"Canoeing Women's Kayak Singles, 500 metres",0.0,0.0,1.0,1.0
648,AUT,1956,"Canoeing Men's Kayak Doubles, 1,000 metres",1.0,0.0,0.0,1.0
649,AUT,1956,Rowing Men's Coxless Pairs,1.0,0.0,0.0,1.0
650,AUT,1960,Rowing Men's Coxless Pairs,0.0,0.0,1.0,1.0
651,AUT,1960,"Shooting Men's Free Rifle, Three Positions, 300 metres",0.0,1.0,0.0,1.0
652,AUT,1968,Athletics Women's Javelin Throw,1.0,0.0,0.0,1.0
653,AUT,1968,Athletics Women's Pentathlon,0.0,0.0,1.0,1.0
654,AUT,1968,"Canoeing Men's Kayak Doubles, 1,000 metres",1.0,0.0,0.0,1.0
655,AUT,1968,Sailing Mixed One Person Dinghy,0.0,0.0,1.0,1.0
656,AUT,1972,Athletics Women's High Jump,1.0,0.0,0.0,1.0
657,AUT,1972,"Canoeing Men's Kayak Singles, Slalom",0.0,0.0,1.0,1.0
658,AUT,1972,"Shooting Mixed Free Pistol, 50 metres",1.0,0.0,0.0,1.0
659,AUT,1976,"Shooting Mixed Free Pistol, 50 metres",1.0,0.0,0.0,1.0
660,AUT,1980,"Equestrianism Mixed Dressage, Individual",0.0,1.0,0.0,1.0
661,AUT,1980,Sailing Mixed One Person Dinghy,0.0,0.0,1.0,1.0
662,AUT,1980,Sailing Mixed Two Person Keelboat,0.0,0.0,1.0,1.0
663,AUT,1980,"Shooting Mixed Rapid-Fire Pistol, 25 metres",1.0,0.0,0.0,1.0
664,AUT,1984,Judo Men's Middleweight,0.0,1.0,0.0,1.0
665,AUT,1984,"Shooting Men's Air Rifle, 10 metres",0.0,0.0,1.0,1.0
666,AUT,1988,Judo Men's Middleweight,0.0,1.0,0.0,1.0
667,AUT,1992,"Equestrianism Mixed Jumping, Team",0.0,0.0,1.0,1.0
668,AUT,1992,Rowing Men's Double Sculls,0.0,0.0,1.0,1.0
669,AUT,1996,"Athletics Women's 1,500 metres",1.0,0.0,0.0,1.0
670,AUT,1996,"Shooting Men's Air Rifle, 10 metres",0.0,0.0,1.0,1.0
671,AUT,1996,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1.0,0.0,0.0,1.0
672,AUT,2000,Athletics Women's 800 metres,0.0,0.0,1.0,1.0
673,AUT,2000,Sailing Men's Windsurfer,0.0,1.0,0.0,1.0
674,AUT,2000,Sailing Mixed Multihull,0.0,1.0,0.0,1.0
675,AUT,2004,Judo Women's Half-Middleweight,0.0,0.0,1.0,1.0
676,AUT,2004,Sailing Mixed Multihull,0.0,1.0,0.0,1.0
677,AUT,2004,Sailing Mixed One Person Dinghy,0.0,0.0,1.0,1.0
678,AUT,2004,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1.0,0.0,0.0,1.0
679,AUT,2004,Swimming Men's 100 metres Backstroke,0.0,0.0,1.0,1.0
680,AUT,2004,Swimming Men's 200 metres Backstroke,0.0,0.0,1.0,1.0
681,AUT,2004,Triathlon Women's Olympic Distance,0.0,1.0,0.0,1.0
682,AUT,2008,"Canoeing Women's Kayak Singles, Slalom",1.0,0.0,0.0,1.0
683,AUT,2008,Judo Men's Extra-Lightweight,0.0,0.0,1.0,1.0
684,AUT,2008,Swimming Women's 100 metres Breaststroke,1.0,0.0,0.0,1.0
685,AUT,2016,Sailing Mixed Multihull,1.0,0.0,0.0,1.0
686,AZE,1996,"Wrestling Men's Flyweight, Freestyle",0.0,0.0,1.0,1.0
687,AZE,2000,Shooting Women's Skeet,0.0,1.0,0.0,1.0
688,AZE,2000,"Wrestling Men's Bantamweight, Freestyle",0.0,1.0,0.0,1.0
689,AZE,2004,Boxing Men's Bantamweight,1.0,0.0,0.0,1.0
690,AZE,2004,Boxing Men's Flyweight,1.0,0.0,0.0,1.0
691,AZE,2004,Shooting Women's Skeet,1.0,0.0,0.0,1.0
692,AZE,2004,"Shooting Women's Sporting Pistol, 25 metres",1.0,0.0,0.0,1.0
693,AZE,2004,"Wrestling Men's Welterweight, Greco-Roman",0.0,1.0,0.0,1.0
694,AZE,2008,Boxing Men's Featherweight,1.0,0.0,0.0,1.0
695,AZE,2008,Judo Men's Lightweight,0.0,1.0,0.0,1.0
696,AZE,2008,"Wrestling Men's Featherweight, Greco-Roman",0.0,0.0,1.0,1.0
697,AZE,2008,"Wrestling Men's Lightweight, Greco-Roman",0.0,0.0,1.0,1.0
698,AZE,2012,Boxing Men's Heavyweight,1.0,0.0,0.0,1.0
699,AZE,2012,Weightlifting Men's Bantamweight,1.0,0.0,0.0,1.0
700,AZE,2012,"Wrestling Men's Featherweight, Greco-Roman",0.0,0.0,1.0,1.0
701,AZE,2012,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,1.0,0.0,1.0
702,AZE,2012,"Wrestling Men's Lightweight, Freestyle",0.0,1.0,0.0,1.0
703,AZE,2012,"Wrestling Men's Middleweight, Greco-Roman",1.0,0.0,0.0,1.0
704,AZE,2012,"Wrestling Women's Flyweight, Freestyle",0.0,0.0,1.0,1.0
705,AZE,2012,"Wrestling Women's Lightweight, Freestyle",1.0,0.0,0.0,1.0
706,AZE,2016,Boxing Men's Light-Welterweight,0.0,0.0,1.0,1.0
707,AZE,2016,"Canoeing Men's Canadian Singles, 200 metres",0.0,0.0,1.0,1.0
708,AZE,2016,"Canoeing Women's Kayak Singles, 200 metres",1.0,0.0,0.0,1.0
