,ID,Team,NOC,Year,Event,Medal
159406,80004,Great Britain,GBR,1912,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Silver
159408,80004,Great Britain,GBR,1912,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Silver
159458,80033,Romania,ROU,1992,Gymnastics Women's Individual All-Around,Bronze
159460,80033,Romania,ROU,1992,Gymnastics Women's Floor Exercise,Gold
159461,80033,Romania,ROU,1992,Gymnastics Women's Horse Vault,Gold
159478,80040,West Germany,FRG,1984,Weightlifting Men's Heavyweight I,Gold
159484,80042,Belarus,BLR,2000,"Shooting Women's Sporting Pistol, 25 metres",Bronze
159495,80043,Germany,GER,1956,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
159530,80062,France,FRA,1900,"Fencing Men's Foil, Masters, Individual",Bronze
159536,80066,France,FRA,1948,"Athletics Men's 10,000 metres",Silver
159537,80066,France,FRA,1952,"Athletics Men's 5,000 metres",Silver
159538,80066,France,FRA,1952,"Athletics Men's 10,000 metres",Silver
159540,80066,France,FRA,1956,Athletics Men's Marathon,Gold
159556,80077,South Korea,KOR,1992,"Wrestling Men's Flyweight, Greco-Roman",Bronze
159583,80091,Soviet Union,URS,1952,Gymnastics Women's Horse Vault,Bronze
159605,80099,Japan,JPN,2000,Swimming Women's 4 x 100 metres Medley Relay,Bronze
159618,80107,Armenia,ARM,2016,Weightlifting Men's Super-Heavyweight,Silver
159626,80114,Soviet Union,URS,1956,Weightlifting Men's Featherweight,Silver
159627,80114,Soviet Union,URS,1960,Weightlifting Men's Featherweight,Gold
159632,80118,Bulgaria,BUL,1996,Weightlifting Men's Flyweight,Bronze
159645,80125,Slovakia,SVK,2000,"Canoeing Men's Canadian Singles, Slalom",Bronze
159655,80127,Hungary,HUN,2008,"Fencing Women's epee, Individual",Bronze
159661,80130,Switzerland,SUI,1928,"Wrestling Men's Featherweight, Freestyle",Bronze
159671,80134,Nadine,NED,2008,"Equestrianism Mixed Dressage, Team",Silver
159677,80136,Georgia,GEO,2008,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
159689,80145,Germany,GER,1936,Boxing Men's Featherweight,Bronze
159722,80154,Soviet Union,URS,1964,Modern Pentathlon Men's Team,Gold
159747,80165,Italy,ITA,2008,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
159842,80196,Great Britain,GBR,1972,Boxing Men's Light-Middleweight,Bronze
159929,80252,United States,USA,2004,"Wrestling Women's Flyweight, Freestyle",Bronze
159995,80287,Soviet Union,URS,1976,Athletics Men's Shot Put,Silver
160009,80290,Unified Team,EUN,1992,Diving Women's Platform,Silver
160010,80291,Soviet Union,URS,1988,Boxing Men's Super-Heavyweight,Bronze
160012,80293,Soviet Union,URS,1980,Boxing Men's Flyweight,Silver
160025,80301,Iran,IRI,1952,Weightlifting Men's Bantamweight,Bronze
160031,80306,Soviet Union,URS,1988,Weightlifting Men's Bantamweight,Gold
160088,80332,Ukraine,UKR,2016,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
160095,80337,Russia,RUS,2004,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
160110,80345,Unified Team,EUN,1992,Gymnastics Men's Individual All-Around,Silver
160113,80345,Unified Team,EUN,1992,Gymnastics Men's Horse Vault,Silver
160115,80345,Unified Team,EUN,1992,Gymnastics Men's Horizontal Bar,Silver
160124,80346,Soviet Union,URS,1980,Swimming Men's 100 metres Breaststroke,Silver
160125,80346,Soviet Union,URS,1980,Swimming Men's 200 metres Breaststroke,Bronze
160163,80362,Tunisia,TUN,1996,Boxing Men's Light-Welterweight,Bronze
160206,80388,Australia,AUS,2008,Diving Men's Platform,Gold
160209,80389,United States,USA,1904,Athletics Men's 56-pound Weight Throw,Bronze
160216,80392,United States,USA,1984,Swimming Women's 100 metres Backstroke,Silver
160229,80399,United States,USA,1992,Athletics Men's 100 metres,Bronze
160246,80408,Great Britain,GBR,1924,Boxing Men's Light-Heavyweight,Gold
160276,80423,United States,USA,1984,Diving Women's Platform,Silver
160277,80423,United States,USA,1988,Diving Women's Platform,Silver
160287,80428,Australia,AUS,1980,Athletics Men's 400 metres,Silver
160343,80460,Bulgaria,BUL,1976,Weightlifting Men's Middleweight,Gold
160365,80470,Hungary,HUN,1948,"Swimming Men's 1,500 metres Freestyle",Bronze
160372,80474,Greece,GRE,1896,Gymnastics Men's Rings,Gold
160378,80478,Greece,GRE,2000,Weightlifting Men's Middleweight,Silver
160555,80556,Japan,JPN,1984,"Wrestling Men's Flyweight, Greco-Roman",Gold
160556,80556,Japan,JPN,1988,"Wrestling Men's Flyweight, Greco-Roman",Silver
160583,80571,Japan,JPN,2012,Weightlifting Women's Flyweight,Silver
160584,80571,Japan,JPN,2016,Weightlifting Women's Flyweight,Bronze
160589,80575,Japan,JPN,1960,Weightlifting Men's Bantamweight,Silver
160590,80575,Japan,JPN,1964,Weightlifting Men's Featherweight,Gold
160591,80575,Japan,JPN,1968,Weightlifting Men's Featherweight,Gold
160601,80577,Japan,JPN,1968,Weightlifting Men's Featherweight,Bronze
160655,80613,Japan,JPN,1932,Swimming Men's 100 metres Freestyle,Gold
160656,80613,Japan,JPN,1932,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
160657,80614,Japan,JPN,1932,"Wrestling Men's Lightweight, Greco-Roman",
160684,80631,Lithuania,LTU,2008,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
160689,80635,Japan,JPN,1992,Judo Women's Half-Lightweight,Silver
160700,80641,Hungary,HUN,1992,Boxing Men's Light-Middleweight,Bronze
160704,80642,Hungary,HUN,1992,Modern Pentathlon Men's Individual,Silver
160738,80655,Japan,JPN,2016,Table Tennis Men's Singles,Bronze
160739,80655,Japan,JPN,2016,Table Tennis Men's Team,Silver
160763,80668,Armenia,ARM,1996,"Wrestling Men's Light-Flyweight, Freestyle",Silver
160773,80674,Bulgaria,BUL,1980,"Wrestling Men's Flyweight, Greco-Roman",Bronze
160816,80699,Soviet Union,URS,1952,"Wrestling Men's Bantamweight, Freestyle",Silver
160817,80700,Azerbaijan,AZE,2008,Judo Men's Lightweight,Gold
160820,80701,Azerbaijan,AZE,2004,Boxing Men's Bantamweight,Bronze
160825,80705,Azerbaijan,AZE,2012,Boxing Men's Heavyweight,Bronze
160835,80713,Azerbaijan,AZE,2004,"Wrestling Men's Welterweight, Greco-Roman",Gold
160840,80714,China,CHN,1996,Gymnastics Women's Horse Vault,Silver
160881,80736,Sweden,SWE,1984,"Canoeing Men's Kayak Singles, 500 metres",Silver
160887,80739,Norway,NOR,1996,Sailing Mixed One Person Dinghy,Bronze
160910,80749,Romania,ROU,2000,Swimming Women's 100 metres Backstroke,Gold
160911,80749,Romania,ROU,2000,Swimming Women's 200 metres Backstroke,Gold
160968,80777,Australia,AUS,1952,"Cycling Men's 1,000 metres Time Trial",Gold
161019,80802,Hungary,HUN,2012,"Wrestling Men's Featherweight, Greco-Roman",Bronze
161030,80808,Georgia,GEO,2012,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
161050,80817,United States,USA,1972,Swimming Women's 200 metres Butterfly,Gold
161092,80831,Belgium,BEL,1960,Athletics Men's 800 metres,Silver
161111,80841,Germany,GER,1928,Rowing Men's Coxless Pairs,Gold
161122,80846,Australia,AUS,2008,Triathlon Women's Olympic Distance,Bronze
161126,80848,United States,USA,2004,Athletics Men's Long Jump,Silver
161134,80854,West Germany,FRG,1984,Athletics Men's High Jump,Gold
161169,80870,Hungary,HUN,1948,Gymnastics Men's Floor Exercise,Silver
161170,80870,Hungary,HUN,1948,Gymnastics Men's Horse Vault,Bronze
161199,80872,Hungary,HUN,1956,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
161290,80945,Iran,IRI,2008,"Wrestling Men's Lightweight, Freestyle",Bronze
161291,80946,Iran,IRI,1988,"Wrestling Men's Bantamweight, Freestyle",Silver
161292,80946,Iran,IRI,1992,"Wrestling Men's Featherweight, Freestyle",Silver
161296,80950,Egypt,EGY,1948,Weightlifting Men's Lightweight,Silver
161355,80994,East Germany,GDR,1988,Swimming Women's 400 metres Freestyle,Bronze
161412,81027,Russia,RUS,2004,Modern Pentathlon Men's Individual,Gold
161413,81027,Russia,RUS,2008,Modern Pentathlon Men's Individual,Gold
161433,81040,Iran,IRI,1952,"Wrestling Men's Welterweight, Freestyle",Bronze
161454,81051,Soviet Union,URS,1964,Modern Pentathlon Men's Individual,Bronze
161470,81060,South Africa,RSA,2008,Athletics Men's Long Jump,Silver
161525,81093,Moldova,MDA,2000,"Shooting Men's Running Target, 10 metres",Silver
161544,81097,Romania,ROU,2012,"Shooting Men's Air Rifle, 10 metres",Gold
161568,81111,Italy,ITA,2012,Taekwondo Men's Heavyweight,Gold
161588,81119,Australia,AUS,2004,Tennis Women's Singles,Bronze
161688,81176,Iran,IRI,1952,"Wrestling Men's Flyweight, Freestyle",Bronze
161699,81180,Canada,CAN,1984,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
161706,81184,Germany,GER,1936,Athletics Women's Discus Throw,Bronze
161717,81190,Germany,GER,1996,Judo Men's Heavyweight,Bronze
161738,81201,New Zealand,NZL,1992,Athletics Women's Marathon,Bronze
161777,81225,Italy,ITA,2012,"Canoeing Men's Kayak Singles, Slalom",Gold
161865,81262,United States,USA,1900,Athletics Men's 110 metres Hurdles,Bronze
161916,81293,Soviet Union,URS,1988,Shooting Mixed Trap,Gold
161947,81308,Australia,AUS,1956,Swimming Men's 100 metres Backstroke,Silver
161968,81315,United States,USA,1988,"Wrestling Men's Welterweight, Freestyle",Gold
161969,81315,United States,USA,1992,"Wrestling Men's Welterweight, Freestyle",Silver
161998,81328,Romania,ROU,1968,Boxing Men's Light-Heavyweight,Silver
162054,81356,Belgium,BEL,1920,Art Competitions Mixed Music,Gold
162055,81357,Rose Pompon,FRA,1920,Sailing Mixed 6.5 metres,Silver
162074,81369,New Zealand,NZL,1992,Sailing Men's One Person Dinghy,Bronze
162097,81383,France,FRA,1924,Rowing Men's Coxless Pairs,Silver
162223,81456,Italy,ITA,2004,"Fencing Men's Sabre, Individual",Gold
162224,81456,Italy,ITA,2004,"Fencing Men's Sabre, Team",Silver
162226,81456,Italy,ITA,2008,"Fencing Men's Sabre, Team",Bronze
162228,81456,Italy,ITA,2012,"Fencing Men's Sabre, Team",Bronze
162419,81545,United States,USA,1976,Swimming Men's 100 metres Freestyle,Gold
162420,81545,United States,USA,1976,Swimming Men's 200 metres Freestyle,Bronze
162438,81555,Italy,ITA,1948,Athletics Men's 4 x 100 metres Relay,Bronze
162472,81572,Canada,CAN,2000,Diving Women's Platform,Bronze
162524,81601,Cuba,CUB,2004,"Wrestling Men's Lightweight, Greco-Roman",Silver
162561,81627,United States,USA,1976,Boxing Men's Bantamweight,Silver
162574,81634,Great Britain,GBR,1972,"Equestrianism Mixed Jumping, Individual",Silver
162581,81638,United States,USA,1952,Athletics Men's 400 metres Hurdles,Gold
162598,81648,United States,USA,1948,Modern Pentathlon Men's Individual,Silver
162685,81694,Great Britain,GBR,1988,Swimming Men's 100 metres Breaststroke,Gold
162706,81702,Switzerland,SUI,1928,"Art Competitions Mixed Painting, Graphic Arts",Silver
162767,81739,Iran,IRI,2016,Weightlifting Men's Middle-Heavyweight,Gold
162795,81756,Greece,GRE,1920,"Shooting Men's Military Pistol, Team",Silver
162804,81759,Italy,ITA,1964,Athletics Men's 400 metres Hurdles,Bronze
162885,81800,United States,USA,1984,Swimming Men's 100 metres Butterfly,Silver
162887,81800,United States,USA,1984,Swimming Men's 200 metres Individual Medley,Silver
162889,81800,United States,USA,1992,Swimming Men's 100 metres Butterfly,Gold
162936,81819,Italy,ITA,2012,Gymnastics Men's Rings,Bronze
162947,81827,Australia,AUS,1968,Swimming Women's 400 metres Freestyle,Bronze
162973,81836,Argentina,ARG,1964,"Equestrianism Mixed Three-Day Event, Individual",Silver
163011,81844,Slovakia,SVK,2000,Swimming Women's 200 metres Freestyle,Silver
163012,81844,Slovakia,SVK,2000,Swimming Women's 100 metres Butterfly,Silver
163052,81861,Algeria,ALG,1996,"Athletics Men's 1,500 metres",Gold
163057,81864,Poland,POL,1980,"Equestrianism Mixed Dressage, Team",
163060,81867,Romania,ROU,1976,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
163106,81892,France,FRA,1952,Diving Women's Springboard,Silver
163122,81899,France,FRA,1906,"Shooting Men's Free Pistol, 25 metres",Silver
163126,81899,France,FRA,1906,Shooting Men's Dueling Pistol Au Vise 20 metres,Gold
163129,81899,France,FRA,1906,"Shooting Men's Free Rifle, Any Position, 300 metres",Bronze
163130,81899,France,FRA,1906,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Gold
163138,81902,United States,USA,2008,"Fencing Men's Sabre, Team",Silver
163210,81938,France,FRA,1964,Cycling Men's Sprint,Bronze
163212,81938,France,FRA,1968,Cycling Men's Sprint,Gold
163213,81938,France,FRA,1968,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
163214,81938,France,FRA,1972,Cycling Men's Sprint,Gold
163216,81938,France,FRA,1976,Cycling Men's Sprint,Silver
163259,81956,Spain,ESP,1992,"Cycling Men's 1,000 metres Time Trial",Gold
163298,81972,Spain,ESP,2004,Gymnastics Women's Floor Exercise,Bronze
163311,81979,Cuba,CUB,2004,Athletics Women's Hammer Throw,Silver
163312,81979,Cuba,CUB,2008,Athletics Women's Hammer Throw,Silver
163343,81998,Italy,ITA,1952,"Cycling Men's 1,000 metres Time Trial",Silver
163424,82035,Australia,AUS,1960,"Equestrianism Men's Three-Day Event, Individual",Gold
163451,82046,New Zealand,NZL,1928,Boxing Men's Welterweight,Gold
163455,82049,Lady C,GBR,1964,Sailing Mixed Two Person Heavyweight Dinghy,Silver
163550,82102,Italy,ITA,1932,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
163643,82147,Japan,JPN,1992,Athletics Men's Marathon,Silver
163656,82151,Japan,JPN,1984,Gymnastics Men's Horizontal Bar,Gold
163665,82156,Japan,JPN,2004,Swimming Men's 100 metres Backstroke,Bronze
163692,82170,Czechoslovakia,TCH,1924,Gymnastics Men's Horse Vault,Bronze
163727,82184,Sweden,SWE,1920,"Equestrianism Men's Three-Day Event, Individual",Gold
163821,82222,Soviet Union,URS,1968,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
163870,82239,United States,USA,1964,Shooting Men's Trap,Bronze
163872,82241,Great Britain,GBR,1908,Boxing Men's Featherweight,Silver
163889,82250,United States,USA,1936,Athletics Men's Decathlon,Gold
163898,82254,United States,USA,1992,Judo Men's Half-Middleweight,Silver
163915,82268,United States,USA,1960,Athletics Men's Pole Vault,Silver
163921,82271,United States,USA,2016,Athletics Women's Pole Vault,Silver
163944,82283,United States,USA,1928,"Wrestling Men's Featherweight, Freestyle",Gold
163965,82292,United States,USA,2000,Athletics Women's 100 metres Hurdles,Bronze
163966,82292,United States,USA,2004,Athletics Women's 100 metres Hurdles,Bronze
163978,82302,United States,USA,1956,Athletics Men's 100 metres,Gold
163979,82302,United States,USA,1956,Athletics Men's 200 metres,Gold
164012,82320,East Germany,GDR,1980,"Cycling Men's Team Pursuit, 4,000 metres",Silver
164040,82332,Denmark,DEN,1968,"Cycling Men's Road Race, Individual",Silver
164075,82356,Great Britain,GBR,1924,Swimming Women's 200 metres Breaststroke,Gold
164100,82369,United States,USA,1920,Boxing Men's Lightweight,Gold
164116,82379,France,FRA,1968,Swimming Men's 400 metres Freestyle,Bronze
164166,82401,Switzerland,SUI,1948,"Equestrianism Men's Dressage, Individual",Gold
164190,82415,United States,USA,2000,Swimming Men's 100 metres Breaststroke,Silver
164192,82416,United States,USA,1976,Athletics Men's 400 metres Hurdles,Gold
164193,82416,United States,USA,1984,Athletics Men's 400 metres Hurdles,Gold
164194,82416,United States,USA,1988,Athletics Men's 400 metres Hurdles,Bronze
164214,82428,Russia,RUS,2012,Shooting Men's Double Trap,Bronze
164226,82432,Russia,RUS,2000,Trampolining Men's Individual,Gold
164227,82432,Russia,RUS,2004,Trampolining Men's Individual,Silver
164286,82465,Colombia,COL,2016,Weightlifting Men's Lightweight,Bronze
164287,82466,Colombia,COL,2004,Weightlifting Women's Featherweight,Bronze
164304,82473,New Zealand,NZL,1988,Swimming Men's 200 metres Butterfly,Bronze
164306,82474,France,FRA,2016,Boxing Women's Lightweight,Gold
164316,82484,Iran,IRI,2004,"Wrestling Men's Lightweight, Freestyle",Silver
164332,82494,Portugal,POR,1984,Athletics Women's Marathon,Bronze
164333,82494,Portugal,POR,1988,Athletics Women's Marathon,Gold
164379,82521,Japan,JPN,1984,Synchronized Swimming Women's Solo,Bronze
164403,82540,Czechoslovakia,TCH,1936,"Canoeing Men's Canadian Doubles, 10,000 metres",Gold
164404,82541,Trinidad and Tobago,TTO,1964,Athletics Men's 400 metres,Silver
164459,82573,France,FRA,1900,"Archery Men's Au Chapelet, 50 metres",Gold
164460,82574,Greece,GRE,2008,Rowing Men's Lightweight Double Sculls,Silver
164489,82594,United States,USA,1904,Athletics Men's 60 metres,Bronze
164492,82594,United States,USA,1906,Athletics Men's 100 metres,Silver
164564,82626,Greece,GRE,2000,Taekwondo Men's Flyweight,Gold
164618,82666,Egypt,EGY,1928,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
164652,82687,Iran,IRI,1968,"Wrestling Men's Lightweight, Freestyle",Gold
164706,82709,Cuba,CUB,1992,Athletics Men's Discus Throw,Bronze
164774,82749,Hi-Hi,DEN,1928,Sailing Mixed 6 metres,Silver
164983,82857,Hungary,HUN,1906,"Athletics Men's Discus Throw, Greek Style",Bronze
164985,82857,Hungary,HUN,1906,Athletics Men's Pentathlon (Ancient),Silver
164991,82859,Russia,RUS,2016,Judo Men's Extra-Lightweight,Gold
165037,82874,Canada,CAN,2004,Cycling Women's Sprint,Gold
165045,82877,France,FRA,2012,Swimming Women's 200 metres Freestyle,Silver
165046,82877,France,FRA,2012,Swimming Women's 400 metres Freestyle,Gold
165049,82879,Uganda,UGA,1980,Boxing Men's Welterweight,Silver
165085,82900,United States,USA,2016,Athletics Women's 400 metres Hurdles,Gold
165088,82902,Great Britain,GBR,2012,Taekwondo Men's Welterweight,Bronze
165089,82902,Great Britain,GBR,2016,Taekwondo Men's Welterweight,Silver
165102,82910,Germany,GER,1928,Swimming Women's 200 metres Breaststroke,Bronze
165174,82944,Yugoslavia,YUG,1988,Rowing Men's Coxless Pairs,Bronze
165197,82956,Soviet Union,URS,1988,Weightlifting Men's Middle-Heavyweight,Silver
165201,82959,Soviet Union,URS,1956,Boxing Men's Heavyweight,Silver
165229,82975,Uganda,UGA,1968,Boxing Men's Bantamweight,Silver
165242,82984,South Africa,RSA,2004,Athletics Men's 800 metres,Silver
165244,82985,Atalanta Boat Club-1,USA,1904,Rowing Men's Double Sculls,Gold
165245,82985,Atalanta Boat Club-2,USA,1904,Rowing Men's Coxless Pairs,Silver
165268,82996,Netherlands,NED,2012,Cycling Men's Keirin,Bronze
165299,83008,Australia,AUS,1984,Athletics Women's Shot Put,Bronze
165337,83033,Switzerland,SUI,1948,"Wrestling Men's Featherweight, Freestyle",Bronze
165393,83076,United States,USA,1920,Athletics Men's High Jump,Silver
165414,83083,Germany,GER,1906,"Athletics Men's 3,000 metres Walk",Silver
165447,83101,Germany,GER,1992,Rowing Women's Quadruple Sculls,Gold
165452,83103,Switzerland,SUI,1968,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Bronze
165498,83132,Switzerland,SUI,1924,"Wrestling Men's Welterweight, Freestyle",Bronze
